The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", m_methodname "general method", ls_singlevalue "single value [mm^2]", ls_n "sample size", ls_valid "valid", ref_refname "reference", ls_mean "mean LS [mm^2]", ls_maximum "maximum LS [mm^2]", ls_minimum "minimum LS [mm^2]", ls_median "median LS [mm^2]", ls_replicates "number of replicates", ls_stddev "standard deviation", ls_stderror "standard error", ls_collectiondate "collection date", ls_comment "general comment", lflv_name "leaf state", or_origrefname "original reference" FROM (SELECT case when ls_median is not null then ls_median when ls_mean is not null then ls_mean when ls_minimum is not null and ls_maximum is not null then (ls_minimum + ls_maximum) / 2 when ls_minimum is not null then ls_minimum when ls_maximum is not null then ls_maximum else null end AS ls_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, ls_median, ls_mean, ls_minimum, ls_maximum, ls_n, ls_valid, ref_refname, ls_replicates, ls_stddev, ls_stderror, ls_collectiondate, ls_comment, lflv_name, or_origrefname, ls_sbsnumber FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, m_ls.m_methodname, m_ls.ls_median, m_ls.ls_mean, m_ls.ls_minimum, m_ls.ls_maximum, m_ls.ls_n, m_ls.ls_valid, m_ls.ref_refname, m_ls.ls_replicates, m_ls.ls_stddev, m_ls.ls_stderror, m_ls.ls_collectiondate, m_ls.ls_comment, m_ls.lflv_name, m_ls.or_origrefname, m_ls.ls_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_ls.ls_sbsnumber, m.m_methodname, r_ls.ls_median, r_ls.ls_mean, r_ls.ls_minimum, r_ls.ls_maximum, r_ls.ls_n, r_ls.ls_valid, r_ls.ref_refname, r_ls.ls_replicates, r_ls.ls_stddev, r_ls.ls_stderror, r_ls.ls_collectiondate, r_ls.ls_comment, r_ls.lflv_name, r_ls.or_origrefname FROM (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m JOIN (SELECT ls_lflv.ls_sbsnumber, ls_lflv.ls_methodid, ls_lflv.ls_median, ls_lflv.ls_mean, ls_lflv.ls_minimum, ls_lflv.ls_maximum, ls_lflv.ls_n, ls_lflv.ls_valid, r.ref_refname, ls_lflv.ls_replicates, ls_lflv.ls_stddev, ls_lflv.ls_stderror, ls_lflv.ls_collectiondate, ls_lflv.ls_comment, ls_lflv.lflv_name, ls_lflv.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT ls_orf.ls_sbsnumber, ls_orf.ls_methodid, ls_orf.ls_median, ls_orf.ls_mean, ls_orf.ls_minimum, ls_orf.ls_maximum, ls_orf.ls_n, ls_orf.ls_valid, ls_orf.ls_referenceid, ls_orf.ls_replicates, ls_orf.ls_stddev, ls_orf.ls_stderror, ls_orf.ls_collectiondate, ls_orf.ls_comment, lflv.lflv_name, ls_orf.or_origrefname FROM (SELECT ls.ls_sbsnumber, ls.ls_methodid, ls.ls_median, ls.ls_mean, ls.ls_minimum, ls.ls_maximum, ls.ls_n, ls.ls_valid, ls.ls_referenceid, ls.ls_replicates, ls.ls_stddev, ls.ls_stderror, ls.ls_collectiondate, ls.ls_comment, ls.ls_leafformid, orf.or_origrefname FROM (SELECT sbsnumber AS ls_sbsnumber, methodid AS ls_methodid, median AS ls_median, mean AS ls_mean, minimum AS ls_minimum, maximum AS ls_maximum, n AS ls_n, valid AS ls_valid, referenceid AS ls_referenceid, replicates AS ls_replicates, stddeviation AS ls_stddev, stderror AS ls_stderror, collectiondate AS ls_collectiondate, p_comment AS ls_comment, leafformid AS ls_leafformid, origreferenceid AS ls_origreferenceid FROM (SELECT sbsnumber, taxonid, mean, median, minimum, maximum, stderror, stddeviation, n, replicates, created_when, updated_when, collectiondate, p_comment, methodid, referenceid, origreferenceid, habitattypeid, georefid, valid, validsince, validuntil, ledaid, batchid, leafformid, leafsizeid FROM leafsize natural join taxontosbsassignment WHERE valid IN (-2, 1))) ls FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON ls.ls_origreferenceid = orf.or_origrefid) ls_orf FULL JOIN (SELECT leafformid AS lflv_id, leafformname AS lflv_name FROM (select leafformid, leafformname from leafform_lv)) lflv ON ls_orf.ls_leafformid = lflv.lflv_id) ls_lflv ON r.ref_referenceid = ls_lflv.ls_referenceid) r_ls ON m.m_methodid = r_ls.ls_methodid) m_ls ON sbs.sbs_sbsnumber = m_ls.ls_sbsnumber)) ORDER BY sbs_sbsname
on Tue Apr 29 10:38:50 CEST 2008 .

SBS name;SBS number;general method;single value [mm^2];sample size;valid;reference;mean LS [mm^2];maximum LS [mm^2];minimum LS [mm^2];median LS [mm^2];number of replicates;standard deviation;standard error;collection date;general comment;leaf state;original reference
Carex hirta;37296;actual measurement;2666;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;2666;;;2;;;1996-08-08 00:00:00.0;;without petiole and rachis;
Carex hostiana;37300;actual measurement (following LEDA data standards);115.75;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;116.9;156.5;77;115.75;2;;;2005-05-25 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Carex humilis;37847;actual measurement (following LEDA data standards);121.75;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;122.1;226.5;65.5;121.75;2;;;2004-04-21 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Carex laevigata;37865;actual measurement;3317;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;3317;;;2;;;1996-09-09 00:00:00.0;;without petiole and rachis;
Carex laevigata;37865;actual measurement;4579;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;4579;;;2;;;1996-09-24 00:00:00.0;;without petiole and rachis;
Carex lasiocarpa;37319;actual measurement (following LEDA data standards);711.5;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Krüger), Correspondig address: michael.kleyer@uni-oldenburg.de;739.05;1052;552;711.5;2;;;;Preaggregated value obtained from single record. ;without petiole and rachis;
Carex lasiocarpa;37319;actual measurement (following LEDA data standards);1098;7;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1164.93;1514.5;949;1098;1;;;2003-07-13 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Carex lasiocarpa;37319;actual measurement (following LEDA data standards);640.75;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;651.44;884.5;384.5;640.75;2;;;2005-05-25 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Carex lepidocarpa;37871;actual measurement;662;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;662;;;2;;;1996-09-23 00:00:00.0;;without petiole and rachis;
Carex lepidocarpa;37871;actual measurement;775;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;775;;;2;;;1996-08-28 00:00:00.0;;without petiole and rachis;
Carex ligerica;37874;actual measurement (following LEDA data standards);274;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;280.67;451;187;274;2;;;2005-06-17 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Carex limosa;37761;actual measurement (following LEDA data standards);90.5;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;88.4;149;37;90.5;1;;;2005-05-23 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Carex magellanica;37333;actual measurement (following LEDA data standards);224;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;221.35;269;183.5;224;2;;;2004-06-23 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Carex montana;37346;actual measurement;207;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;207;;;2;;;1996-09-27 00:00:00.0;;without petiole and rachis;
Carex montana;37346;actual measurement (following LEDA data standards);370.5;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;375.7;492.5;292.5;370.5;1;;;2003-06-21 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Carex muricata;37224;actual measurement;348;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;348;;;1;;;1997-05-29 00:00:00.0;;without petiole and rachis;
Carex muricata;37224;actual measurement;413;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;413;;;2;;;1996-08-08 00:00:00.0;;without petiole and rachis;
Carex nigra;37228;actual measurement (following LEDA data standards);132.13;2;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;132.13;145.14;119.12;132.13;2;;;2003-08-21 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Carex nigra;37228;actual measurement (following LEDA data standards);154.02;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;154.02;154.02;154.02;154.02;2;;;2003-08-21 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Carex nigra;37228;actual measurement (following LEDA data standards);191.38;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;191.38;191.38;191.38;191.38;2;;;2003-08-21 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Carex norvegica;37233;actual measurement (following LEDA data standards);49.41;2;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;49.41;52.25;46.57;49.41;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Carex norvegica;37233;actual measurement (following LEDA data standards);208.98;2;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;208.98;303.78;114.18;208.98;2;;;2003-08-21 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Carex norvegica;37233;actual measurement (following LEDA data standards);136.735;2;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;136.735;152.68;120.79;136.735;2;;;2003-08-21 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Carex norvegica;37233;actual measurement (following LEDA data standards);86.08;10;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Aarnes), corresponding adress: graciela.rusch@nina.no;89.16;171.79;38.43;86.08;1;;;2005-07-21 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Carex norvegica;37233;actual measurement (following LEDA data standards);63.84;2;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;63.84;78.16;49.52;63.84;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Carex ornithopoda;37237;actual measurement (following LEDA data standards);607.75;4;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;566.38;651.5;398.5;607.75;2;;;2004-05-11 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Carex otrubae;37711;actual measurement;2344;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;2344;;;2;;;1996-08-31 00:00:00.0;;without petiole and rachis;
Carex ovalis;37242;actual measurement;476;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;476;;;2;;;1996-09-24 00:00:00.0;;without petiole and rachis;
Carex pallescens;37247;actual measurement (following LEDA data standards);526.5;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;540;846.5;334;526.5;2;;;2004-05-11 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Carex panicea;37248;actual measurement;611;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;611;;;2;;;1996-08-08 00:00:00.0;;without petiole and rachis;
Carex paniculata;37249;actual measurement;5532;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;5532;;;2;;;1996-08-08 00:00:00.0;;without petiole and rachis;
Carex paniculata;37249;actual measurement (following LEDA data standards);2575;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Krüger), Correspondig address: michael.kleyer@uni-oldenburg.de;2328.2;2999.5;918.5;2575;2;;;;Preaggregated value obtained from single record. ;without petiole and rachis;
Carex pauciflora;37251;actual measurement (following LEDA data standards);37.5;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;38.9;58;21;37.5;1;;;2005-05-23 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Carex pauciflora;37251;actual measurement (following LEDA data standards);53.75;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;58.2;78;36.5;53.75;2;;;2004-06-23 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Carex pendula;37253;actual measurement;13701;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;13701;;;1;;;1997-09-01 00:00:00.0;;without petiole and rachis;
Carex pendula;37253;actual measurement;11379;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;11379;;;2;;;1996-06-18 00:00:00.0;;without petiole and rachis;
Carex pilosa;37256;actual measurement (following LEDA data standards);4314;9;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;4366.72;5905;1810;4314;2;;;2004-05-11 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Carex pilulifera;37739;actual measurement;209;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;209;;;2;;;1996-06-10 00:00:00.0;;without petiole and rachis;
Carex pseudocyperus;37263;actual measurement (following LEDA data standards);3788;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Krüger), Correspondig address: michael.kleyer@uni-oldenburg.de;3855.8;4667;3553.5;3788;2;;;;Preaggregated value obtained from single record. ;without petiole and rachis;
Carex pulicaris;37751;actual measurement;225;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;225;;;2;;;1996-08-29 00:00:00.0;;without petiole and rachis;
Carex pulicaris;37751;actual measurement (following LEDA data standards);50;9;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;51.67;72.5;39;50;2;;;2005-05-25 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Carex punctata;37752;actual measurement (following LEDA data standards);758;8;-2;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;803.75;1114;543;758;2;;;2005-07-05 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Carex remota;37756;actual measurement;217;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;217;;;2;;;1996-06-18 00:00:00.0;;without petiole and rachis;
Carex remota;37756;actual measurement;419;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;419;;;2;;;1996-08-16 00:00:00.0;;without petiole and rachis;
Carex riparia;37273;actual measurement;21802;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;21802;;;2;;;1996-09-27 00:00:00.0;;without petiole and rachis;
Carex riparia;37273;actual measurement (following LEDA data standards);6338.5;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Krüger), Correspondig address: michael.kleyer@uni-oldenburg.de;6374.5;8406.5;4837;6338.5;2;;;;Preaggregated value obtained from single record. ;without petiole and rachis;
Carex rostrata;37274;actual measurement (following LEDA data standards);1656.75;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Krüger), Correspondig address: michael.kleyer@uni-oldenburg.de;1822.05;2831.5;1159;1656.75;2;;;;Preaggregated value obtained from single record. ;without petiole and rachis;
Carex rostrata;37274;actual measurement (following LEDA data standards);899;10;-2;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;958.8;1333;704;899;2;;;2004-07-07 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Carex rostrata;37274;actual measurement (following LEDA data standards);914.5;10;-2;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;882.7;1257;509;914.5;2;;;2004-06-15 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Carex rostrata;37274;actual measurement (following LEDA data standards);1266.25;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1240.45;1633.5;826.5;1266.25;2;;;2004-06-09 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Carex rostrata;37274;actual measurement (following LEDA data standards);1176;12;-2;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1243.25;1887;680;1176;1;;;2003-09-06 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Carex rupestris;37277;actual measurement (following LEDA data standards);31.05;10;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Aarnes), corresponding adress: graciela.rusch@nina.no;32.03;47.29;20.19;31.05;1;;;2005-07-22 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Carex saxatilis;37653;actual measurement (following LEDA data standards);268.52;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;268.52;268.52;268.52;268.52;2;;;2003-09-03 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Carex saxatilis;37653;actual measurement (following LEDA data standards);196.87;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;196.87;196.87;196.87;196.87;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Carex saxatilis;37653;actual measurement (following LEDA data standards);544.68;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;544.68;544.68;544.68;544.68;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Carex saxatilis;37653;actual measurement (following LEDA data standards);386.2;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;386.2;386.2;386.2;386.2;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Carex saxatilis;37653;actual measurement (following LEDA data standards);493.5;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;493.5;493.5;493.5;493.5;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Carex saxatilis;37653;actual measurement (following LEDA data standards);587.24;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;587.24;587.24;587.24;587.24;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Carex saxatilis;37653;actual measurement (following LEDA data standards);552.98;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;552.98;552.98;552.98;552.98;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Carex saxatilis;37653;actual measurement (following LEDA data standards);413.09;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;413.09;413.09;413.09;413.09;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Carex saxatilis;37653;actual measurement (following LEDA data standards);125.85;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;125.85;125.85;125.85;125.85;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Carex saxatilis;37653;actual measurement (following LEDA data standards);218.7;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;218.7;218.7;218.7;218.7;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Carex saxatilis;37653;actual measurement (following LEDA data standards);128.68;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;128.68;128.68;128.68;128.68;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Carex scandinavica;37016;actual measurement (following LEDA data standards);609.75;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;614.8;990;291;609.75;1;;;2003-07-13 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Carex spicata;37285;actual measurement;375;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;375;;;1;;;1997-07-14 00:00:00.0;;without petiole and rachis;
Carex spicata;37285;actual measurement (following LEDA data standards);297;3;-2;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;306.67;395;228;297;2;;;2004-07-07 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Carex spicata;37285;actual measurement (following LEDA data standards);301;8;-2;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;278.13;342;171;301;2;;;2005-06-08 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
