The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", m_methodname "general method", dia_name "diaspore type", sm_singlevalue "single value [mg]", sm_samples "sample size", sm_valid "valid", sm_median "median", ref_refname "reference", sm_mean "mean SM [mg]", sm_maximum "maximum SM [mg]", sm_minimum "minimum SM [mg]", sm_replicates "number of replicates", sm_gencomment "general comment", dmlv_name "Drying method", or_origrefname "original reference", dia_code "diaspore type code" FROM (SELECT case when sm_median is not null then sm_median when sm_mean is not null then sm_mean when sm_minimum is not null and sm_maximum is not null then (sm_minimum + sm_maximum) / 2 when sm_minimum is not null then sm_minimum when sm_maximum is not null then sm_maximum else null end AS sm_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, dia_name, sm_median, sm_mean, sm_minimum, sm_maximum, sm_samples, sm_valid, ref_refname, sm_replicates, sm_gencomment, dmlv_name, or_origrefname, dia_code, sm_sbsnumber FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, sm_m.m_methodname, sm_m.dia_name, sm_m.sm_median, sm_m.sm_mean, sm_m.sm_minimum, sm_m.sm_maximum, sm_m.sm_samples, sm_m.sm_valid, sm_m.ref_refname, sm_m.sm_replicates, sm_m.sm_gencomment, sm_m.dmlv_name, sm_m.or_origrefname, sm_m.dia_code, sm_m.sm_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT sm_dialv.sm_sbsnumber, m.m_methodname, sm_dialv.dia_name, sm_dialv.sm_median, sm_dialv.sm_mean, sm_dialv.sm_minimum, sm_dialv.sm_maximum, sm_dialv.sm_samples, sm_dialv.sm_valid, sm_dialv.ref_refname, sm_dialv.sm_replicates, sm_dialv.sm_gencomment, sm_dialv.dmlv_name, sm_dialv.or_origrefname, sm_dialv.dia_code FROM (SELECT r_sm.sm_sbsnumber, r_sm.sm_methodid, dialv.dia_name, r_sm.sm_median, r_sm.sm_mean, r_sm.sm_minimum, r_sm.sm_maximum, r_sm.sm_samples, r_sm.sm_valid, r_sm.ref_refname, r_sm.sm_replicates, r_sm.sm_gencomment, r_sm.dmlv_name, r_sm.or_origrefname, dialv.dia_code FROM (SELECT sm_dmlv.sm_sbsnumber, sm_dmlv.sm_methodid, sm_dmlv.sm_diasporemorphid, sm_dmlv.sm_median, sm_dmlv.sm_mean, sm_dmlv.sm_minimum, sm_dmlv.sm_maximum, sm_dmlv.sm_samples, sm_dmlv.sm_valid, r.ref_refname, sm_dmlv.sm_replicates, sm_dmlv.sm_gencomment, sm_dmlv.dmlv_name, sm_dmlv.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT sm_orf.sm_sbsnumber, sm_orf.sm_methodid, sm_orf.sm_diasporemorphid, sm_orf.sm_median, sm_orf.sm_mean, sm_orf.sm_minimum, sm_orf.sm_maximum, sm_orf.sm_samples, sm_orf.sm_valid, sm_orf.sm_referenceid, sm_orf.sm_replicates, sm_orf.sm_gencomment, dmlv.dmlv_name, sm_orf.or_origrefname FROM (SELECT sm.sm_sbsnumber, sm.sm_methodid, sm.sm_diasporemorphid, sm.sm_median, sm.sm_mean, sm.sm_minimum, sm.sm_maximum, sm.sm_samples, sm.sm_valid, sm.sm_referenceid, sm.sm_replicates, sm.sm_gencomment, sm.sm_dryingmethodid, orf.or_origrefname FROM (SELECT sbsnumber AS sm_sbsnumber, methodid AS sm_methodid, germinuleordispersuleid AS sm_diasporemorphid, median AS sm_median, mean AS sm_mean, minimum AS sm_minimum, maximum AS sm_maximum, n AS sm_samples, valid AS sm_valid, referenceid AS sm_referenceid, seednumberperindividual AS sm_replicates, p_comment AS sm_gencomment, dryingmethodid AS sm_dryingmethodid, origreferenceid AS sm_origreferenceid FROM (SELECT seedweightid, sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, n, seednumberperindividual, germinuleordispersuleid, mean, minimum, maximum, median, methodid, dryingmethodid, balanceerror, stddeviation, stderror, collectiondate, p_comment, created_when, updated_when, valid, validsince, validuntil, ledaid FROM seedweight NATURAL JOIN taxontosbsassignment WHERE valid IN (-2, 1, -1, 0, 2, -8, -4, -3, 2, -8))) sm FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON sm.sm_origreferenceid = orf.or_origrefid) sm_orf FULL JOIN (SELECT dryingmethodid AS dmlv_id, dryingmethodname AS dmlv_name FROM (select dryingmethodid, dryingmethodname from dryingmethod_lv)) dmlv ON sm_orf.sm_dryingmethodid = dmlv.dmlv_id) sm_dmlv ON r.ref_referenceid = sm_dmlv.sm_referenceid) r_sm LEFT JOIN (SELECT diasporemorphologyid AS dia_id, diasporemorphologyname AS dia_name, diasporemorphologycode AS dia_code FROM (select diasporemorphologyid, diasporemorphologycode, diasporemorphologyname from diasporemorphology_lv)) dialv ON r_sm.sm_diasporemorphid = dialv.dia_id) sm_dialv LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON sm_dialv.sm_methodid = m.m_methodid) sm_m ON sbs.sbs_sbsnumber = sm_m.sm_sbsnumber)) ORDER BY sbs_sbsname
on Fri Mar 14 16:35:53 CET 2008 .

SBS name;SBS number;general method;diaspore type;single value [mg];sample size;valid;median;reference;mean SM [mg];maximum SM [mg];minimum SM [mg];number of replicates;general comment;Drying method;original reference;diaspore type code
Atropa bella-donna;35087;other;germinule;1.0792;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);1.0792;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Aubrieta deltoidea;14284;actual measurement;one-seeded generative dispersule;3.246;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;3.246;;;50;;Air dried weight;;2a
Aurinia saxatilis;45901;actual measurement;one-seeded generative dispersule;.6;;-4;;BIOLFLOR database;.6;;;;;Air dried weight;;2a
Aurinia saxatilis;45901;actual measurement;germinule;.6;;-4;;BIOLFLOR database;.6;;;;;Air dried weight;;3
Avena barbata;40564;actual measurement;germinule;3.70038;1;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);3.70038;;;1;1996-1997, n an replicates unknown;Air dried weight;;3
Avena barbata;40564;actual measurement;germinule;10.48;5;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;10.48;15.1;4.8;1;;Air dried weight;;3
Avena barbata;40564;actual measurement;germinule;6.438666667;1;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;6.438666667;6.438666667;6.438666667;75;;Air dried weight;;3
Avena barbata;40564;actual measurement;generative dispersule;7;1;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);7;;;1;n an replicates unknown;Air dried weight;;2
Avena barbata;40564;actual measurement;generative dispersule;19.96;5;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;19.96;26.8;15.4;1;;Air dried weight;;2
Avena barbata;40564;actual measurement;generative dispersule;5.25;1;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);5.25;;;1;n and replicates unknown;Air dried weight;;2
Avena barbata;40564;actual measurement;one-seeded generative dispersule;2.63;0;1;;Maranon, T.(1993): Physiological-Basis and Ecological Significance of the Seed Size and Relative Growth-Rate Relationship in Mediterranean Annuals [7];2.63;;;100;;Air dried weight;Maranon, T.(1993): Physiological-Basis and Ecological Significance of the Seed Size and Relative Growth-Rate Relationship in Mediterranean Annuals [7];2a
Avena fatua;40425;actual measurement;one-seeded generative dispersule;26.836;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;26.836;;;50;;Air dried weight;;2a
Avena fatua;40425;actual measurement;one-seeded generative dispersule;14.132;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;14.132;;;25;;Air dried weight;;2a
Avena fatua;40425;actual measurement;one-seeded generative dispersule;20.372;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;20.372;;;100;;Air dried weight;;2a
Avena fatua;40425;actual measurement;one-seeded generative dispersule;26.215;;-4;;BIOLFLOR database;26.215;40;20;;;Air dried weight;;2a
Avena fatua;40425;actual measurement;generative dispersule;30;1;1;;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;;40;20;1;n and replicates unknown;Air dried weight;;2
Avena fatua;40425;actual measurement;germinule;14.132;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;14.132;;;25;;Air dried weight;;3
Avena fatua;40425;actual measurement;germinule;26.215;;-4;;BIOLFLOR database;26.215;40;20;;;Air dried weight;;3
Avena fatua;40425;actual measurement;germinule;20.372;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;20.372;;;100;;Air dried weight;;3
Avena fatua;40425;actual measurement;germinule;26.836;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;26.836;;;50;;Air dried weight;;3
Avena fatua;40425;actual measurement;germinule;16.735;;-4;;BIOLFLOR database;16.735;19.34;14.13;;;Air dried weight;;3
Avena sativa;41151;actual measurement;generative dispersule;26.75;1;1;;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;;33.5;20;1;n and replicates unknown;Air dried weight;;2
Avena sativa;41151;actual measurement;germinule;34.665;;-4;;BIOLFLOR database;34.665;50;20;;;Air dried weight;;3
Avena sterilis;41440;actual measurement;germinule;59.232;;-4;;BIOLFLOR database;59.232;;;;;Air dried weight;;3
Avena sterilis;41440;actual measurement;one-seeded generative dispersule;59.232;;-4;;BIOLFLOR database;59.232;;;;;Air dried weight;;2a
Avena strigosa;40565;actual measurement;germinule;8.5;1;1;;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;;10;7;1;n and replicates unknown;Air dried weight;;3
Avena strigosa;40565;actual measurement;one-seeded generative dispersule;6.923;;-4;;BIOLFLOR database;6.923;;;;;Air dried weight;;2a
Avena strigosa;40565;actual measurement;germinule;6.923;;-4;;BIOLFLOR database;6.923;;;;;Air dried weight;;3
Avenula pratensis;40921;actual measurement;germinule;2.084;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;2.084;;;50;;Air dried weight;;3
Avenula pratensis;40921;actual measurement;germinule;2.36;;-4;;BIOLFLOR database;2.36;2.6;2.181;;;Air dried weight;;3
Avenula pratensis;40921;actual measurement;germinule;4.282;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;4.282;;;100;;Air dried weight;;3
Avenula pratensis;40921;actual measurement;germinule;1.93;;-4;;BIOLFLOR database;1.93;2.08;1.78;;;Air dried weight;;3
Avenula pratensis;40921;actual measurement;one-seeded generative dispersule;2.084;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;2.084;;;50;;Air dried weight;;2a
Avenula pratensis;40921;actual measurement;one-seeded generative dispersule;4.282;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;4.282;;;100;;Air dried weight;;2a
Avenula pratensis;40921;actual measurement;one-seeded generative dispersule;2.06375;2;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.06375;2.1425;1.985;40;;Air dried weight;;2a
Avenula pratensis;40921;actual measurement;one-seeded generative dispersule;2.36;;-4;;BIOLFLOR database;2.36;2.6;2.181;;;Air dried weight;;2a
Avenula pubescens;40923;actual measurement;one-seeded generative dispersule;1.891;;-4;;BIOLFLOR database;1.891;2.181;1.6;;;Air dried weight;;2a
Avenula pubescens;40923;actual measurement;one-seeded generative dispersule;1.924;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;1.924;;;76;;Air dried weight;;2a
Avenula pubescens;40923;actual measurement;germinule;1.891;;-4;;BIOLFLOR database;1.891;2.181;1.6;;;Air dried weight;;3
Avenula pubescens;40923;actual measurement;generative dispersule;1.9908;5;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.9908;2.112666667;1.888;150;;Air dried weight;;2
Avenula pubescens;40923;actual measurement;germinule;1.924;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;1.924;;;76;;Air dried weight;;3
Baldellia ranunculoides;35614;actual measurement;germinule;.412;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.412;;;50;;Air dried weight;;3
Baldellia ranunculoides;35614;actual measurement;germinule;.45;;-4;;BIOLFLOR database;.45;;;;;Air dried weight;;3
Baldellia ranunculoides;35614;actual measurement;one-seeded generative dispersule;.412;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.412;;;50;;Air dried weight;;2a
Baldellia ranunculoides;35614;actual measurement;one-seeded generative dispersule;.45;;-4;;BIOLFLOR database;.45;;;;;Air dried weight;;2a
Baldellia ranunculoides;35614;other;one-seeded generative dispersule;.3928;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);.3928;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Baldellia ranunculoides;35614;other;one-seeded generative dispersule;.4972;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);.4972;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Baldellia ranunculoides;35614;other;one-seeded generative dispersule;.5096;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);.5096;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Baldellia ranunculoides;35614;actual measurement (following LEDA data standards);germinule;.3;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.3;;;100;used balance: Mettler H51, seed;Air dried weight;;3
Baldellia ranunculoides;35614;other;germinule;.3928;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);.3928;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Baldellia ranunculoides;35614;other;germinule;.5096;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);.5096;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Baldellia ranunculoides;35614;other;germinule;.4972;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);.4972;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Baldellia ranunculoides;35614;actual measurement (following LEDA data standards);germinule;.3;1;-2;.3;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.3;.3;.3;;preaggregated value obtained from single record;Air dried weight;;3
Baldellia repens;59543;actual measurement (following LEDA data standards);germinule;.22;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.22;;;100;used balance: Mettler Toledo 4, seed;Air dried weight;;3
Baldellia repens;59543;actual measurement (following LEDA data standards);germinule;.22;1;-2;.22;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.22;.22;.22;;preaggregated value obtained from single record;Air dried weight;;3
Ballota nigra;24563;other;germinule;.9244;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);.9244;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Ballota nigra;24563;other;one-seeded generative dispersule;.9244;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);.9244;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Ballota nigra;24563;actual measurement;one-seeded generative dispersule;.732;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.732;;;100;;Air dried weight;;2a
Ballota nigra;24563;actual measurement;one-seeded generative dispersule;.913;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.913;;;100;;Air dried weight;;2a
Ballota nigra;24563;actual measurement;germinule;.732;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.732;;;100;;Air dried weight;;3
Ballota nigra;24563;actual measurement;germinule;.913;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.913;;;100;;Air dried weight;;3
Ballota nigra;24563;actual measurement;one-seeded generative dispersule;.862;;-4;;BIOLFLOR database;.862;1;.73;;;Air dried weight;;2a
Ballota nigra;24563;actual measurement;germinule;.862;;-4;;BIOLFLOR database;.862;1;.73;;;Air dried weight;;3
Barbarea stricta;14378;actual measurement;generative dispersule;.425;1;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;.425;.425;.425;100;;Air dried weight;;2
Barbarea stricta;14378;actual measurement;germinule;.482;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.482;;;100;;Air dried weight;;3
Barbarea stricta;14378;actual measurement;germinule;.338;;-4;;BIOLFLOR database;.338;.48;.327;;;Air dried weight;;3
Barbarea stricta;14378;actual measurement;one-seeded generative dispersule;.482;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.482;;;100;;Air dried weight;;2a
Barbarea stricta;14378;actual measurement;one-seeded generative dispersule;.338;;-4;;BIOLFLOR database;.338;.48;.327;;;Air dried weight;;2a
Barbarea verna;13787;actual measurement;one-seeded generative dispersule;1.051;;-4;;BIOLFLOR database;1.051;1.059;1.045;;;Air dried weight;;2a
Barbarea verna;13787;actual measurement;germinule;1.051;;-4;;BIOLFLOR database;1.051;1.059;1.045;;;Air dried weight;;3
Barbarea vulgaris;14291;actual measurement;germinule;.95;1;1;;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;;1.2;.7;1;n and replicates unknown;Air dried weight;;3
Barbarea vulgaris;14291;actual measurement;germinule;.682;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.682;;;100;;Air dried weight;;3
Barbarea vulgaris;14291;actual measurement;germinule;.451;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.451;;;50;;Air dried weight;;3
Barbarea vulgaris;14291;actual measurement;germinule;.789;;-4;;BIOLFLOR database;.789;.808;.769;;;Air dried weight;;3
Barbarea vulgaris;14291;actual measurement;one-seeded generative dispersule;.451;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.451;;;50;;Air dried weight;;2a
Barbarea vulgaris;14291;actual measurement;one-seeded generative dispersule;.682;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.682;;;100;;Air dried weight;;2a
Barbarea vulgaris;14291;actual measurement;one-seeded generative dispersule;.789;;-4;;BIOLFLOR database;.789;.808;.769;;;Air dried weight;;2a
Barbarea vulgaris;14291;actual measurement;one-seeded generative dispersule;.61;2;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;.61;.619;.601;100;;Air dried weight;;2a
Barbarea vulgaris;14291;other;one-seeded generative dispersule;.5016;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);.5016;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Barbarea vulgaris;14291;other;one-seeded generative dispersule;.4364;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);.4364;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Barbarea vulgaris;14291;other;germinule;.5016;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);.5016;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Barbarea vulgaris;14291;other;germinule;.4364;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);.4364;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Bartsia alpina;34451;actual measurement;one-seeded generative dispersule;.242;;-4;;BIOLFLOR database;.242;;;;;Air dried weight;;2a
Bartsia alpina;34451;actual measurement;one-seeded generative dispersule;.4245;2;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;.4245;.441;.408;100;;Air dried weight;;2a
Bartsia alpina;34451;actual measurement;germinule;.242;;-4;;BIOLFLOR database;.242;;;;;Air dried weight;;3
Bartsia alpina;34451;actual measurement;germinule;.42;1;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);.42;;;50;50-2000 air-dried matured seeds;Air dried weight;;3
Bassia scoparia;44831;actual measurement;germinule;1.186;;-4;;BIOLFLOR database;1.186;;;;;Air dried weight;;3
Bassia scoparia;44831;actual measurement;germinule;1.147;;-4;;BIOLFLOR database;1.147;;;;;Air dried weight;;3
Bassia scoparia;44831;actual measurement;one-seeded generative dispersule;1.186;;-4;;BIOLFLOR database;1.186;;;;;Air dried weight;;2a
Bassia scoparia;44831;other;one-seeded generative dispersule;.68;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);.68;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Bassia scoparia;44831;other;one-seeded generative dispersule;.5924;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);.5924;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Bassia scoparia;44831;other;germinule;.68;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);.68;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Bassia scoparia;44831;other;germinule;.5924;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);.5924;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Beckmannia eruciformis;40600;actual measurement;germinule;.62;1;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);.62;;;5;;Air dried weight;;3
Bellis perennis;2808;actual measurement;germinule;.089;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.089;;;126;;Air dried weight;;3
Bellis perennis;2808;actual measurement;germinule;.285;30;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);.285;;;1;Seeds weighed individually when possible or in small groups (n max = 10). For majority 30 weights per species.;Air dried weight;;3
Bellis perennis;2808;actual measurement;germinule;.106;;-4;;BIOLFLOR database;.106;.129;.09;;;Air dried weight;;3
Bellis perennis;2808;actual measurement;germinule;.285;1;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);.285;;;1;1996-1997, n an replicates unknown;Air dried weight;;3
Bellis perennis;2808;actual measurement;one-seeded generative dispersule;.106;;-4;;BIOLFLOR database;.106;.129;.09;;;Air dried weight;;2a
Bellis perennis;2808;other;one-seeded generative dispersule;.108;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);.108;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Bellis perennis;2808;other;one-seeded generative dispersule;.1196;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);.1196;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Bellis perennis;2808;actual measurement;one-seeded generative dispersule;.089;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.089;;;126;;Air dried weight;;2a
Bellis perennis;2808;other;germinule;.1196;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);.1196;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Bellis perennis;2808;other;germinule;.108;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);.108;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Berberis vulgaris;11672;actual measurement;one-seeded generative dispersule;8.82;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;8.82;;;25;;Air dried weight;;2a
Berberis vulgaris;11672;actual measurement;multi-seeded generative dispersule;89;1;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);89;;;1;n an replicates unknown;Fresh weight;;2b
Berberis vulgaris;11672;actual measurement;generative dispersule;203.6;;-4;;BIOLFLOR database;203.6;;;;;Fresh weight;;2
Berberis vulgaris;11672;actual measurement;germinule;11.884;;-4;;BIOLFLOR database;11.884;;;;;Air dried weight;;3
Berberis vulgaris;11672;actual measurement;germinule;9.9;1;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);9.9;;;1;n an replicates unknown;Air dried weight;;3
Berteroa incana;14292;actual measurement;germinule;.739;;-4;;BIOLFLOR database;.739;.824;.654;;;Air dried weight;;3
Berteroa incana;14292;actual measurement;one-seeded generative dispersule;.739;;-4;;BIOLFLOR database;.739;.824;.654;;;Air dried weight;;2a
