The following table was created as response to the SQL query
SELECT m_methodname "general method", sbs_sbsname "SBS name", ref_refname "reference", bslv1_name "BBS above ground", bslv2_name "BBS below ground", bbs_valid "valid", bslv3_name "budb seas. at soil surface", sbs_sbsnumber "SBS number", bslv6_name "budb. seas at layer -10-0cm" FROM (SELECT sbs_bbs.bbs_valid, m.m_methodname, sbs_bbs.sbs_sbsnumber, sbs_bbs.sbs_sbsname, sbs_bbs.ref_refname, sbs_bbs.bslv1_name, sbs_bbs.bslv2_name, sbs_bbs.bslv3_name, sbs_bbs.bslv6_name, sbs_bbs.bbs_sbsnumber FROM (SELECT r_bbs.bbs_valid, r_bbs.bbs_methodid, sbs.sbs_sbsnumber, sbs.sbs_sbsname, r_bbs.ref_refname, r_bbs.bslv1_name, r_bbs.bslv2_name, r_bbs.bslv3_name, r_bbs.bslv6_name, r_bbs.bbs_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT bbs_bslv1.bbs_sbsnumber, bbs_bslv1.bbs_valid, bbs_bslv1.bbs_methodid, r.ref_refname, bbs_bslv1.bslv1_name, bbs_bslv1.bslv2_name, bbs_bslv1.bslv3_name, bbs_bslv1.bslv6_name FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT bbs_bslv2.bbs_sbsnumber, bbs_bslv2.bbs_valid, bbs_bslv2.bbs_methodid, bbs_bslv2.bbs_referenceid, bslv1.bslv1_name, bbs_bslv2.bslv2_name, bbs_bslv2.bslv3_name, bbs_bslv2.bslv6_name FROM (SELECT bbs_bslv3.bbs_sbsnumber, bbs_bslv3.bbs_valid, bbs_bslv3.bbs_methodid, bbs_bslv3.bbs_referenceid, bbs_bslv3.bbs_abovegroundid, bslv2.bslv2_name, bbs_bslv3.bslv3_name, bbs_bslv3.bslv6_name FROM (SELECT bbs_bslv6.bbs_sbsnumber, bbs_bslv6.bbs_valid, bbs_bslv6.bbs_methodid, bbs_bslv6.bbs_referenceid, bbs_bslv6.bbs_abovegroundid, bbs_bslv6.bbs_belowgroundid, bslv3.bslv3_name, bbs_bslv6.bslv6_name FROM (SELECT bbs.bbs_sbsnumber, bbs.bbs_valid, bbs.bbs_methodid, bbs.bbs_referenceid, bbs.bbs_abovegroundid, bbs.bbs_belowgroundid, bbs.bbs_soilsurfaceid, bslv6.bslv6_name FROM (SELECT sbsnumber AS bbs_sbsnumber, valid AS bbs_valid, methodid AS bbs_methodid, referenceid AS bbs_referenceid, above_ground_typeid AS bbs_abovegroundid, below_ground_typeid AS bbs_belowgroundid, soilsurface_typeid AS bbs_soilsurfaceid, below_upper_typeid AS bbs_belowupperid FROM (select sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, above_ground_typeid, below_ground_typeid, above_upper_typeid, above_lower_typeid, soilsurface_typeid, below_upper_typeid, below_lower_typeid, created_when, updated_when, valid, validsince, validuntil, ledaid, budbankseasonalityid
from budbankseasonality natural join taxontosbsassignment WHERE valid IN (-2, 1, -1, 0, 2, -8, -4, -3, 2, -8))) bbs FULL JOIN (SELECT budbankseasonalitytypeid AS bslv6_id, budbankseasonalitytypename AS bslv6_name FROM (select budbankseasonalitytypeid, budbankseasonalitytypename from budbankseasonalitytype_lv)) bslv6 ON bbs.bbs_belowupperid = bslv6.bslv6_id) bbs_bslv6 FULL JOIN (SELECT budbankseasonalitytypeid AS bslv3_id, budbankseasonalitytypename AS bslv3_name FROM (select budbankseasonalitytypeid, budbankseasonalitytypename from budbankseasonalitytype_lv)) bslv3 ON bbs_bslv6.bbs_soilsurfaceid = bslv3.bslv3_id) bbs_bslv3 FULL JOIN (SELECT budbankseasonalitytypeid AS bslv2_id, budbankseasonalitytypename AS bslv2_name FROM (select budbankseasonalitytypeid, budbankseasonalitytypename from budbankseasonalitytype_lv)) bslv2 ON bbs_bslv3.bbs_belowgroundid = bslv2.bslv2_id) bbs_bslv2 FULL JOIN (SELECT budbankseasonalitytypeid AS bslv1_id, budbankseasonalitytypename AS bslv1_name FROM (select budbankseasonalitytypeid, budbankseasonalitytypename from budbankseasonalitytype_lv)) bslv1 ON bbs_bslv2.bbs_abovegroundid = bslv1.bslv1_id) bbs_bslv1 ON r.ref_referenceid = bbs_bslv1.bbs_referenceid) r_bbs ON sbs.sbs_sbsnumber = r_bbs.bbs_sbsnumber) sbs_bbs LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON sbs_bbs.bbs_methodid = m.m_methodid) ORDER BY sbs_sbsname
on Thu Mar 13 09:19:18 CET 2008 .

general method;SBS name;reference;BBS above ground;BBS below ground;valid;budb seas. at soil surface;SBS number;budb. seas at layer -10-0cm
observation (like obvious taxonomical traits);Hieracium pilosella;CLO-PLA records from September 2005;seasonal;perennial & potential;0;seasonal;6658;perennial & potential
derivation from photos or drawings;Hieracium pilosella;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;6658;seasonal
observation (like obvious taxonomical traits);Hieracium piloselloides;CLO-PLA records from September 2005;;perennial & potential;0;;6837;perennial & potential
observation (like obvious taxonomical traits);Hieracium piloselloides;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;6837;perennial
observation (like obvious taxonomical traits);Hieracium piloselloides;CLO-PLA records from September 2005;seasonal;perennial & potential;0;seasonal;6837;perennial & potential
observation (like obvious taxonomical traits);Hieracium piloselloides;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;6837;perennial
derivation from photos or drawings;Hieracium pilosum;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;22268;perennial
derivation from photos or drawings;Hieracium prenanthoides;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;44002;perennial
derivation from photos or drawings;Hieracium racemosum;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;44204;perennial
derivation from photos or drawings;Hieracium sabaudum;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;44218;perennial
derivation from photos or drawings;Hieracium schmidtii;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;19273;perennial
derivation from photos or drawings;Hieracium umbellatum;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;7093;perennial
derivation from photos or drawings;Hieracium umbellatum;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;7093;perennial
observation (like obvious taxonomical traits);Hieracium umbellatum;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;7093;perennial
derivation from photos or drawings;Hieracium umbellatum;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;7093;perennial
derivation from photos or drawings;Hieracium villosum;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;22612;perennial
derivation from photos or drawings;Hierochloe alpina;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;43517;perennial
derivation from photos or drawings;Hierochloe australis;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;42515;perennial
observation (like obvious taxonomical traits);Hierochloe australis;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;42515;perennial
derivation from photos or drawings;Hierochloe odorata;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;seasonal;42519;perennial
derivation from photos or drawings;Hierochloe odorata;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;42519;perennial
derivation from photos or drawings;Hierochloe odorata;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;42519;perennial
derivation from photos or drawings;Hierochloe odorata;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;42519;perennial
observation (like obvious taxonomical traits);Hierochloe odorata;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;42519;perennial
derivation from photos or drawings;Himantoglossum hircinum;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;39644;seasonal
observation (like obvious taxonomical traits);Himantoglossum hircinum;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;39644;seasonal
observation (like obvious taxonomical traits);Himantoglossum hircinum;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;39644;seasonal
derivation from photos or drawings;Hippocrepis comosa;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;21868;perennial
derivation from photos or drawings;Hippocrepis comosa;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;21868;perennial
observation (like obvious taxonomical traits);Hippocrepis comosa;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;21868;perennial
observation (like obvious taxonomical traits);Hippocrepis comosa;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;21868;perennial
derivation from photos or drawings;Hippocrepis comosa;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;21868;perennial
derivation from photos or drawings;Hippocrepis comosa;CLO-PLA records from September 2005;perennial & seasonal;;0;perennial;21868;
derivation from photos or drawings;Hippophae rhamnoides;CLO-PLA records from September 2005;;potential;0;;19002;potential
observation (like obvious taxonomical traits);Hippophae rhamnoides;CLO-PLA records from September 2005;perennial;perennial & potential;0;perennial;19002;perennial & potential
observation (like obvious taxonomical traits);Hippophae rhamnoides;CLO-PLA records from September 2005;perennial;perennial & potential;0;perennial;19002;perennial & potential
observation (like obvious taxonomical traits);Hippophae rhamnoides;CLO-PLA records from September 2005;;potential;0;;19002;potential
derivation from photos or drawings;Hippuris vulgaris;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;24425;seasonal
derivation from photos or drawings;Hirschfeldia incana;CLO-PLA records from September 2005;seasonal;;0;seasonal;14011;
derivation from photos or drawings;Holcus lanatus;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;42613;perennial
derivation from photos or drawings;Holcus lanatus;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;42613;perennial
derivation from photos or drawings;Holcus lanatus;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;42613;perennial
derivation from photos or drawings;Holcus lanatus;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;42613;perennial
observation (like obvious taxonomical traits);Holcus lanatus;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;42613;perennial
unknown;Holcus lanatus;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;42613;perennial
unknown;Holcus lanatus;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;42613;perennial
unknown;Holcus lanatus;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;42613;perennial
observation (like obvious taxonomical traits);Holcus lanatus;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;42613;perennial
observation (like obvious taxonomical traits);Holcus lanatus;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;42613;perennial
observation (like obvious taxonomical traits);Holcus lanatus;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;42613;perennial
derivation from photos or drawings;Holcus mollis;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;42614;perennial
observation (like obvious taxonomical traits);Holcus mollis;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;42614;perennial
observation (like obvious taxonomical traits);Holcus mollis;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;42614;perennial
unknown;Holcus mollis;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;42614;perennial
derivation from photos or drawings;Holosteum umbellatum;CLO-PLA records from September 2005;seasonal;;0;seasonal;17010;
derivation from photos or drawings;Holosteum umbellatum;CLO-PLA records from September 2005;seasonal;;0;seasonal;17010;
derivation from photos or drawings;Holosteum umbellatum;CLO-PLA records from September 2005;seasonal;;0;seasonal;17010;
derivation from photos or drawings;Holosteum umbellatum;CLO-PLA records from September 2005;seasonal;;0;seasonal;17010;
derivation from photos or drawings;Homogyne alpina;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;9177;perennial
derivation from photos or drawings;Homogyne alpina;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;9177;seasonal
observation (like obvious taxonomical traits);Homogyne alpina;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;9177;perennial
derivation from photos or drawings;Homogyne alpina;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;9177;seasonal
derivation from photos or drawings;Homogyne discolor;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;8130;perennial
derivation from photos or drawings;Homogyne discolor;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;8130;seasonal
derivation from photos or drawings;Hordelymus europaeus;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;42617;perennial
derivation from photos or drawings;Hordelymus europaeus;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;42617;perennial
derivation from photos or drawings;Hordeum bulbosum;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;43178;perennial
derivation from photos or drawings;Hordeum bulbosum;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;43178;perennial
derivation from photos or drawings;Hordeum jubatum;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;43702;perennial
unknown;Hordeum jubatum;CLO-PLA records from September 2005;perennial & seasonal;;0;perennial;43702;
derivation from photos or drawings;Hordeum marinum;CLO-PLA records from September 2005;seasonal;;0;seasonal;43180;
derivation from photos or drawings;Hordeum murinum;CLO-PLA records from September 2005;seasonal;;0;seasonal;42447;
derivation from photos or drawings;Hordeum secalinum;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;43182;perennial
derivation from photos or drawings;Hordeum secalinum;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;43182;perennial
derivation from photos or drawings;Hordeum vulgare;CLO-PLA records from September 2005;seasonal;;0;seasonal;42448;
derivation from photos or drawings;Hornungia petraea;CLO-PLA records from September 2005;seasonal;;0;seasonal;14530;
observation (like obvious taxonomical traits);Hornungia petraea;CLO-PLA records from September 2005;seasonal;;0;seasonal;14530;
derivation from photos or drawings;Hornungia petraea;CLO-PLA records from September 2005;seasonal;;0;seasonal;14530;
derivation from photos or drawings;Hottonia palustris;CLO-PLA records from September 2005;seasonal;;0;seasonal;28918;
observation (like obvious taxonomical traits);Hottonia palustris;CLO-PLA records from September 2005;seasonal;;0;seasonal;28918;
observation (like obvious taxonomical traits);Humulus lupulus;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;14697;perennial
observation (like obvious taxonomical traits);Humulus lupulus;CLO-PLA records from September 2005;seasonal;perennial & potential;0;seasonal;14697;perennial & potential
observation (like obvious taxonomical traits);Humulus lupulus;CLO-PLA records from September 2005;seasonal;perennial & potential;0;seasonal;14697;perennial & potential
derivation from photos or drawings;Hyacinthoides non-scripta;CLO-PLA records from September 2005;;seasonal;0;;38541;seasonal
unknown;Hyacinthoides non-scripta;CLO-PLA records from September 2005;;seasonal;0;;38541;seasonal
observation (like obvious taxonomical traits);Hyacinthoides non-scripta;CLO-PLA records from September 2005;;seasonal;0;;38541;seasonal
observation (like obvious taxonomical traits);Hyacinthoides non-scripta;CLO-PLA records from September 2005;;seasonal;0;;38541;seasonal
observation (like obvious taxonomical traits);Hydrilla verticillata;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;36294;seasonal
observation (like obvious taxonomical traits);Hydrilla verticillata;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;36294;seasonal
observation (like obvious taxonomical traits);Hydrilla verticillata;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;36294;seasonal
observation (like obvious taxonomical traits);Hydrilla verticillata;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;36294;seasonal
unknown;Hydrilla verticillata;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;36294;seasonal
unknown;Hydrilla verticillata;CLO-PLA records from September 2005;seasonal;;0;seasonal;36294;
unknown;Hydrilla verticillata;CLO-PLA records from September 2005;;seasonal;0;;36294;seasonal
observation (like obvious taxonomical traits);Hydrocharis morsus-ranae;CLO-PLA records from September 2005;seasonal;;0;;36302;
observation (like obvious taxonomical traits);Hydrocharis morsus-ranae;CLO-PLA records from September 2005;seasonal;;0;;36302;
observation (like obvious taxonomical traits);Hydrocharis morsus-ranae;CLO-PLA records from September 2005;seasonal;;0;;36302;
observation (like obvious taxonomical traits);Hydrocharis morsus-ranae;CLO-PLA records from September 2005;seasonal;;0;seasonal;36302;
observation (like obvious taxonomical traits);Hydrocharis morsus-ranae;CLO-PLA records from September 2005;seasonal;;0;;36302;
derivation from photos or drawings;Hydrocotyle vulgaris;CLO-PLA records from September 2005;;seasonal;0;;2206;seasonal
derivation from photos or drawings;Hydrocotyle vulgaris;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;2206;seasonal
unknown;Hydrocotyle vulgaris;CLO-PLA records from September 2005;seasonal;;0;seasonal;2206;
derivation from photos or drawings;Hydrocotyle vulgaris;CLO-PLA records from September 2005;seasonal;;0;seasonal;2206;
derivation from photos or drawings;Hymenolobus procumbens;CLO-PLA records from September 2005;seasonal;;0;seasonal;13394;
derivation from photos or drawings;Hyoscyamus niger;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;34956;seasonal
derivation from photos or drawings;Hyoscyamus niger;CLO-PLA records from September 2005;seasonal;;0;seasonal;34956;
observation (like obvious taxonomical traits);Hyparrhenia hirta;CLO-PLA records from September 2005;perennial;perennial;0;perennial;43019;perennial
derivation from photos or drawings;Hypericum elegans;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;23277;perennial
observation (like obvious taxonomical traits);Hypericum elegans;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;23277;perennial
derivation from photos or drawings;Hypericum elodes;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;23279;perennial
observation (like obvious taxonomical traits);Hypericum elodes;CLO-PLA records from September 2005;seasonal;;0;;23279;
derivation from photos or drawings;Hypericum hirsutum;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;23250;perennial
derivation from photos or drawings;Hypericum hirsutum;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;23250;perennial
observation (like obvious taxonomical traits);Hypericum hirsutum;CLO-PLA records from September 2005;perennial & seasonal;;0;perennial;23250;
derivation from photos or drawings;Hypericum humifusum;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;23252;perennial
derivation from photos or drawings;Hypericum humifusum;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;23252;perennial
derivation from photos or drawings;Hypericum humifusum;CLO-PLA records from September 2005;seasonal;;0;seasonal;23252;
observation (like obvious taxonomical traits);Hypericum humifusum;CLO-PLA records from September 2005;seasonal;;0;seasonal;23252;
observation (like obvious taxonomical traits);Hypericum humifusum;CLO-PLA records from September 2005;perennial & seasonal;;0;perennial;23252;
observation (like obvious taxonomical traits);Hypericum linarifolium;CLO-PLA records from September 2005;seasonal;perennial & potential;0;seasonal;23266;perennial & potential
derivation from photos or drawings;Hypericum maculatum;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;23226;perennial
derivation from photos or drawings;Hypericum maculatum;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;23226;perennial
observation (like obvious taxonomical traits);Hypericum maculatum;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;23226;perennial
derivation from photos or drawings;Hypericum maculatum;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;23226;perennial
derivation from photos or drawings;Hypericum montanum;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;23241;perennial
observation (like obvious taxonomical traits);Hypericum montanum;CLO-PLA records from September 2005;perennial & seasonal;;0;perennial;23241;
derivation from photos or drawings;Hypericum perforatum;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;23212;perennial
observation (like obvious taxonomical traits);Hypericum perforatum;CLO-PLA records from September 2005;seasonal;perennial & potential;0;seasonal;23212;perennial & potential
unknown;Hypericum perforatum;CLO-PLA records from September 2005;seasonal;potential;0;seasonal;23212;potential
unknown;Hypericum perforatum;CLO-PLA records from September 2005;seasonal;perennial & potential;0;seasonal;23212;perennial & potential
