The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", m_methodname "general method", lm_singlevalue "single value [mg]", lm_n "sample size", lm_valid "valid", ref_refname "reference", lflv_name "leaf state", lm_mean "mean LM [mg]", lm_maximum "maximum LM [mg]", lm_minimum "minimum LM [mg]", lm_median "median LM [mg]", lm_replicates "number of replicates", lm_stddev "standard deviation", lm_stderror "standard error", lm_collectiondate "collection date", lm_comment "general comment", or_origrefname "original reference" FROM (SELECT case when lm_median is not null then lm_median when lm_mean is not null then lm_mean when lm_minimum is not null and lm_maximum is not null then (lm_minimum + lm_maximum) / 2 when lm_minimum is not null then lm_minimum when lm_maximum is not null then lm_maximum else null end AS lm_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, lm_median, lm_mean, lm_minimum, lm_maximum, lm_n, lm_valid, ref_refname, lflv_name, lm_replicates, lm_stddev, lm_stderror, lm_collectiondate, lm_comment, or_origrefname, lm_sbsnumber FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, m_lm.m_methodname, m_lm.lm_median, m_lm.lm_mean, m_lm.lm_minimum, m_lm.lm_maximum, m_lm.lm_n, m_lm.lm_valid, m_lm.ref_refname, m_lm.lflv_name, m_lm.lm_replicates, m_lm.lm_stddev, m_lm.lm_stderror, m_lm.lm_collectiondate, m_lm.lm_comment, m_lm.or_origrefname, m_lm.lm_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_lm.lm_sbsnumber, m.m_methodname, r_lm.lm_median, r_lm.lm_mean, r_lm.lm_minimum, r_lm.lm_maximum, r_lm.lm_n, r_lm.lm_valid, r_lm.ref_refname, r_lm.lflv_name, r_lm.lm_replicates, r_lm.lm_stddev, r_lm.lm_stderror, r_lm.lm_collectiondate, r_lm.lm_comment, r_lm.or_origrefname FROM (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m JOIN (SELECT lm_lflv.lm_sbsnumber, lm_lflv.lm_methodid, lm_lflv.lm_median, lm_lflv.lm_mean, lm_lflv.lm_minimum, lm_lflv.lm_maximum, lm_lflv.lm_n, lm_lflv.lm_valid, r.ref_refname, lm_lflv.lflv_name, lm_lflv.lm_replicates, lm_lflv.lm_stddev, lm_lflv.lm_stderror, lm_lflv.lm_collectiondate, lm_lflv.lm_comment, lm_lflv.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT lm_orf.lm_sbsnumber, lm_orf.lm_methodid, lm_orf.lm_median, lm_orf.lm_mean, lm_orf.lm_minimum, lm_orf.lm_maximum, lm_orf.lm_n, lm_orf.lm_valid, lm_orf.lm_referenceid, lflv.lflv_name, lm_orf.lm_replicates, lm_orf.lm_stddev, lm_orf.lm_stderror, lm_orf.lm_collectiondate, lm_orf.lm_comment, lm_orf.or_origrefname FROM (SELECT lm.lm_sbsnumber, lm.lm_methodid, lm.lm_median, lm.lm_mean, lm.lm_minimum, lm.lm_maximum, lm.lm_n, lm.lm_valid, lm.lm_referenceid, lm.lm_leafformid, lm.lm_replicates, lm.lm_stddev, lm.lm_stderror, lm.lm_collectiondate, lm.lm_comment, orf.or_origrefname FROM (SELECT sbsnumber AS lm_sbsnumber, methodid AS lm_methodid, median AS lm_median, mean AS lm_mean, minimum AS lm_minimum, maximum AS lm_maximum, n AS lm_n, valid AS lm_valid, referenceid AS lm_referenceid, leafformid AS lm_leafformid, replicates AS lm_replicates, stddeviation AS lm_stddev, stderror AS lm_stderror, collectiondate AS lm_collectiondate, p_comment AS lm_comment, origreferenceid AS lm_origreferenceid FROM (SELECT sbsnumber, leafmassid, taxonid, mean, median, minimum, maximum, stderror, stddeviation, n, replicates, created_when, updated_when, collectiondate, p_comment, methodid, referenceid, origreferenceid, habitattypeid, georefid, valid, validsince, validuntil, ledaid, batchid, leafformid FROM leafmass natural join taxontosbsassignment WHERE valid IN (-2, 1))) lm FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON lm.lm_origreferenceid = orf.or_origrefid) lm_orf FULL JOIN (SELECT leafformid AS lflv_id, leafformname AS lflv_name FROM (select leafformid, leafformname from leafform_lv)) lflv ON lm_orf.lm_leafformid = lflv.lflv_id) lm_lflv ON r.ref_referenceid = lm_lflv.lm_referenceid) r_lm ON m.m_methodid = r_lm.lm_methodid) m_lm ON sbs.sbs_sbsnumber = m_lm.lm_sbsnumber)) ORDER BY sbs_sbsname
on Tue Apr 29 10:41:16 CEST 2008 .

SBS name;SBS number;general method;single value [mg];sample size;valid;reference;leaf state;mean LM [mg];maximum LM [mg];minimum LM [mg];median LM [mg];number of replicates;standard deviation;standard error;collection date;general comment;original reference
Arum maculatum;35847;actual measurement;177.2012152;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;177.2012152;;;2;;;1996-06-11 00:00:00.0;;
Aruncus dioicus;31209;actual measurement (following LEDA data standards);1615.36;8;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;1665.71;2695;1200;1615.36;2;;;2004-07-07 00:00:00.0;Preaggregated value obtained from single record. ;
Aruncus dioicus;31209;actual measurement (following LEDA data standards);1565;7;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;1665.71;2695;1200;1565;2;;;2004-07-07 00:00:00.0;preaggregated value obtained from single record;
Aruncus dioicus;31209;actual measurement (following LEDA data standards);2510;7;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;2791.43;4410;2080;2510;2;;;2004-07-07 00:00:00.0;preaggregated value obtained from single record;
Aruncus dioicus;31209;actual measurement (following LEDA data standards);2650.72;8;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;2791.43;4410;2080;2650.72;2;;;2004-07-07 00:00:00.0;Preaggregated value obtained from single record. ;
Asarum europaeum;2429;actual measurement (following LEDA data standards);93.18;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;101.72;146.9;87.19;93.18;1;;;2003-06-18 00:00:00.0;Preaggregated value obtained from single record. ;
Asarum europaeum;2429;actual measurement (following LEDA data standards);120.06;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;129.21;181.55;112.77;120.06;1;;;2003-06-18 00:00:00.0;Preaggregated value obtained from single record. ;
Asparagus officinalis;38660;actual measurement (following LEDA data standards);.24;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;.27;.47;.14;.24;5;;;2004-06-07 00:00:00.0;Preaggregated value obtained from single record. leaves;
Asparagus officinalis;38660;actual measurement (following LEDA data standards);6.8;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;7.82;15.04;3.79;6.8;2;;;2004-06-07 00:00:00.0;preaggregated value obtained from single record;
Asparagus officinalis;38660;actual measurement (following LEDA data standards);7.1;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;7.82;15.04;3.79;7.1;2;;;2004-06-07 00:00:00.0;Preaggregated value obtained from single record. twigs;
Asparagus officinalis;38660;actual measurement (following LEDA data standards);.24;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;.27;.47;.14;.24;5;;;2004-06-07 00:00:00.0;preaggregated value obtained from single record;
Asperugo procumbens;12544;actual measurement (following LEDA data standards);7.07;9;-2;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;with petiole and rachis;7.7;14.07;4.26;7.07;2;;;2005-06-09 00:00:00.0;preaggregated value obtained from single record;
Asperula cynanchica;31904;actual measurement (following LEDA data standards);.66;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;.74;1.31;.54;.66;1;;;2003-06-18 00:00:00.0;Preaggregated value obtained from single record. ;
Asperula tinctoria;32329;actual measurement (following LEDA data standards);2.43;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;2.54;4.07;1.33;2.43;2;;;2004-09-02 00:00:00.0;preaggregated value obtained from single record;
Asperula tinctoria;32329;actual measurement (following LEDA data standards);2.54;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;2.54;4.07;1.33;2.54;2;;;2004-09-02 00:00:00.0;Preaggregated value obtained from single record. ;
Asplenium ceterach;125;actual measurement;26.3;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;26.3;;;1;;;1997-09-29 00:00:00.0;;
Asplenium ruta-muraria;156;actual measurement;10.77474403;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;10.77474403;;;2;;;1996-09-23 00:00:00.0;;
Asplenium ruta-muraria;156;actual measurement;11.22680412;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;11.22680412;;;2;;;1996-09-02 00:00:00.0;;
Asplenium ruta-muraria;156;actual measurement;13.76470588;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;13.76470588;;;2;;;1996-09-02 00:00:00.0;;
Asplenium scolopendrium;133;actual measurement;879.9;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;879.9;;;2;;;1996-09-02 00:00:00.0;;
Asplenium scolopendrium;133;actual measurement;1993.7;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;1993.7;;;2;;;1996-09-27 00:00:00.0;;
Asplenium septentrionale;116;actual measurement (following LEDA data standards);10.7;9;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;11.56;19.36;7;10.7;2;;;2005-05-22 00:00:00.0;preaggregated value obtained from single record;
Asplenium trichomanes;117;actual measurement;95.5;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;95.5;;;2;;;1996-09-02 00:00:00.0;;
Asplenium trichomanes-ramosum;44469;actual measurement;25;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;25;;;2;;;1996-08-16 00:00:00.0;;
Aster amellus;3537;actual measurement (following LEDA data standards);29.55;9;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;31.58;45.11;19.94;29.55;2;;;2004-08-09 00:00:00.0;Preaggregated value obtained from single record. preaggregated value obtained from single record;
Aster amellus;3537;actual measurement (following LEDA data standards);33.1;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;33.5;49.15;22.26;33.1;2;;;2004-08-09 00:00:00.0;preaggregated value obtained from single record;
Aster amellus;3537;actual measurement (following LEDA data standards);33.5;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;33.5;49.15;22.26;33.5;2;;;2004-08-09 00:00:00.0;Preaggregated value obtained from single record. preaggregated value obtained from single record;
Aster amellus;3537;actual measurement (following LEDA data standards);29.14;8;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;31.58;45.11;19.94;29.14;2;;;2004-08-09 00:00:00.0;preaggregated value obtained from single record;
Aster bellidiastrum;5946;actual measurement (following LEDA data standards);43.28;7;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;52.13;92.19;30.78;43.28;2;;;2005-05-26 00:00:00.0;preaggregated value obtained from single record;
Aster lanceolatus;5496;actual measurement;44;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;44;;;1;;;1997-08-10 00:00:00.0;;
Aster linosyris;5330;actual measurement (following LEDA data standards);6.04;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;6.04;8.9;4.74;6.04;2;;;2004-05-13 00:00:00.0;Preaggregated value obtained from single record. ;
Aster linosyris;5330;actual measurement (following LEDA data standards);6.11;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;6.04;8.9;4.74;6.11;2;;;2004-05-13 00:00:00.0;preaggregated value obtained from single record;
Aster novi-belgii;4901;actual measurement;21.95914091;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;21.95914091;;;2;;;1996-09-09 00:00:00.0;;
Aster novi-belgii;4901;actual measurement;150.531399;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;150.531399;;;2;;;1996-09-02 00:00:00.0;;
Aster novi-belgii;4901;actual measurement;88.89579832;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;88.89579832;;;2;;;1996-09-27 00:00:00.0;;
Aster tripolium;3539;actual measurement;356.8;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;356.8;;;1;;;1997-06-21 00:00:00.0;;
Aster tripolium;3539;actual measurement (following LEDA data standards);22.46;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;29.2;66.4;13.4;22.46;1;;;2003-09-03 00:00:00.0;Preaggregated value obtained from single record. stem leaves;
Aster tripolium;3539;actual measurement (following LEDA data standards);103.38;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;109.28;242.21;43.56;103.38;1;;;2003-09-03 00:00:00.0;Preaggregated value obtained from single record. ground leaves;
Aster tripolium;3539;actual measurement;227.3;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;227.3;;;1;;;1997-09-04 00:00:00.0;;
Aster tripolium;3539;actual measurement (following LEDA data standards);60;19;-2;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;with petiole and rachis;55.99;98.1;23.1;60;1;;;2003-08-12 00:00:00.0;preaggregated value obtained from single record;
Astragalus alpinus;21673;actual measurement (following LEDA data standards);6.4;10;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Aarnes), corresponding adress: graciela.rusch@nina.no;with petiole and rachis;9.41;23.75;4.3;6.4;1;;;2005-07-22 00:00:00.0;preaggregated value obtained from single record;
Astragalus alpinus;21673;actual measurement;1.8;20;1;Eriksson, Ove(2003): Recruitment and life-history traits of sparse plant species in subalpine grasslands [81];unknown;1.8;;;;1;;;;largest fully expanded leaf;Eriksson, Ove(2003): Recruitment and life-history traits of sparse plant species in subalpine grasslands [81]
Astragalus cicer;21198;actual measurement (following LEDA data standards);93.03;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;93.03;141.54;56.64;93.03;2;;;2004-08-09 00:00:00.0;Preaggregated value obtained from single record. ;
Astragalus cicer;21198;actual measurement (following LEDA data standards);87.36;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;93.03;141.54;56.64;87.36;2;;;2004-08-09 00:00:00.0;preaggregated value obtained from single record;
Astragalus danicus;22416;actual measurement;11.26153846;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;11.26153846;;;2;;;1996-08-24 00:00:00.0;;
Astragalus frigidus;21746;actual measurement (following LEDA data standards);26.1;10;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Aarnes), corresponding adress: graciela.rusch@nina.no;with petiole and rachis;27.66;49.4;11.85;26.1;1;;;2005-07-22 00:00:00.0;preaggregated value obtained from single record;
Astragalus glycyphyllos;22427;actual measurement;89.06086957;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;89.06086957;;;2;;;1996-09-02 00:00:00.0;;
Astragalus glycyphyllos;22427;actual measurement;142.1021947;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;142.1021947;;;2;;;1996-09-02 00:00:00.0;;
Astrantia major;1925;actual measurement (following LEDA data standards);376.6;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;414.88;833.3;142.77;376.6;2;;;2004-07-12 00:00:00.0;Preaggregated value obtained from single record. ;
Astrantia major;1925;actual measurement (following LEDA data standards);510.95;9;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;640.58;1424.92;180.26;510.95;2;;;2004-07-12 00:00:00.0;preaggregated value obtained from single record;
Astrantia major;1925;actual measurement (following LEDA data standards);561.65;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;640.58;1424.92;180.26;561.65;2;;;2004-07-12 00:00:00.0;Preaggregated value obtained from single record. ;
Astrantia major;1925;actual measurement (following LEDA data standards);352.14;9;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;414.88;833.3;142.77;352.14;2;;;2004-07-12 00:00:00.0;preaggregated value obtained from single record;
Athyrium distentifolium;35;actual measurement (following LEDA data standards);31.1;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;without petiole and rachis;31.1;;;;1;;;2003-08-21 00:00:00.0;;
Athyrium distentifolium;35;actual measurement (following LEDA data standards);19.6;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;without petiole and rachis;19.6;;;;1;;;2003-08-20 00:00:00.0;;
Athyrium distentifolium;35;actual measurement (following LEDA data standards);968.48;3;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;971.77;1128.16;818.67;968.48;2;;;2004-06-23 00:00:00.0;preaggregated value obtained from single record;
Athyrium distentifolium;35;actual measurement (following LEDA data standards);970.12;4;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;971.77;1128.16;818.67;970.12;2;;;2004-06-23 00:00:00.0;Preaggregated value obtained from single record. ;
Athyrium distentifolium;35;actual measurement (following LEDA data standards);29.6;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;without petiole and rachis;29.6;;;;1;;;2003-08-21 00:00:00.0;;
Athyrium filix-femina;37;actual measurement;5603.077432;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;5603.077432;;;2;;;1996-09-05 00:00:00.0;;
Atriplex calotheca;17758;laboratory/greenhouse/garden experiment;121.92;6;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;123.12;152.19;97.7;121.92;2;;;2004-08-10 00:00:00.0;Preaggregated value obtained from single record. preaggregated value obtained from single record;
Atriplex calotheca;17758;laboratory/greenhouse/garden experiment;120.72;5;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;123.12;152.19;97.7;120.72;2;;;2004-08-10 00:00:00.0;preaggregated value obtained from single record;
Atriplex calotheca;17758;laboratory/greenhouse/garden experiment;134.45;6;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;135.41;166.71;107.15;134.45;2;;;2004-08-10 00:00:00.0;Preaggregated value obtained from single record. preaggregated value obtained from single record;
Atriplex calotheca;17758;laboratory/greenhouse/garden experiment;133.5;5;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;135.41;166.71;107.15;133.5;2;;;2004-08-10 00:00:00.0;preaggregated value obtained from single record;
Atriplex glabriuscula;17760;laboratory/greenhouse/garden experiment;169.54;6;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;181.85;258.04;137.15;169.54;2;;;2004-07-28 00:00:00.0;Preaggregated value obtained from single record. preaggregated value obtained from single record;
Atriplex glabriuscula;17760;laboratory/greenhouse/garden experiment;157.24;5;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;181.85;258.04;137.15;157.24;2;;;2004-07-28 00:00:00.0;preaggregated value obtained from single record;
Atriplex glabriuscula;17760;laboratory/greenhouse/garden experiment;159.94;6;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;172.15;243.76;128.97;159.94;2;;;2004-07-28 00:00:00.0;Preaggregated value obtained from single record. preaggregated value obtained from single record;
Atriplex glabriuscula;17760;laboratory/greenhouse/garden experiment;147.73;5;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;172.15;243.76;128.97;147.73;2;;;2004-07-28 00:00:00.0;preaggregated value obtained from single record;
Atriplex laciniata;17773;laboratory/greenhouse/garden experiment;113.48;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;110.96;129.91;76.4;113.48;2;;;2004-08-05 00:00:00.0;Preaggregated value obtained from single record. preaggregated value obtained from single record;
