The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", m_methodname "general method", rh_singlevalue "single value [m]", rh_n "sample size", rh_valid "record valid", ref_refname "reference", rh_maximum "maximum RH [m]", rh_mean "mean RH [m]", rh_minimum "minimum RH [m]", rh_median "median RH [m]", rh_replicates "number of replicates", rh_comment "general comment", or_origrefname "original reference" FROM (SELECT case when rh_median is not null then rh_median when rh_mean is not null then rh_mean when rh_minimum is not null and rh_maximum is not null then (rh_minimum + rh_maximum) / 2 when rh_minimum is not null then rh_minimum when rh_maximum is not null then rh_maximum else null end AS rh_singlevalue, sbs_sbsname, m_methodname, rh_median, rh_mean, rh_minimum, rh_maximum, rh_n, rh_valid, ref_refname, rh_replicates, rh_comment, or_origrefname, rh_sbsnumber FROM (SELECT sbs.sbs_sbsname, rh_m.m_methodname, rh_m.rh_median, rh_m.rh_mean, rh_m.rh_minimum, rh_m.rh_maximum, rh_m.rh_n, rh_m.rh_valid, rh_m.ref_refname, rh_m.rh_replicates, rh_m.rh_comment, rh_m.or_origrefname, rh_m.rh_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_rh.rh_sbsnumber, m.m_methodname, r_rh.rh_median, r_rh.rh_mean, r_rh.rh_minimum, r_rh.rh_maximum, r_rh.rh_n, r_rh.rh_valid, r_rh.ref_refname, r_rh.rh_replicates, r_rh.rh_comment, r_rh.or_origrefname FROM (SELECT rh_orf.rh_sbsnumber, rh_orf.rh_methodid, rh_orf.rh_median, rh_orf.rh_mean, rh_orf.rh_minimum, rh_orf.rh_maximum, rh_orf.rh_n, rh_orf.rh_valid, r.ref_refname, rh_orf.rh_replicates, rh_orf.rh_comment, rh_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT rh.rh_sbsnumber, rh.rh_methodid, rh.rh_median, rh.rh_mean, rh.rh_minimum, rh.rh_maximum, rh.rh_n, rh.rh_valid, rh.rh_referenceid, rh.rh_replicates, rh.rh_comment, orf.or_origrefname FROM (SELECT sbsnumber AS rh_sbsnumber, methodid AS rh_methodid, median AS rh_median, mean AS rh_mean, minimum AS rh_minimum, maximum AS rh_maximum, n AS rh_n, valid AS rh_valid, referenceid AS rh_referenceid, replicates AS rh_replicates, p_comment AS rh_comment, origreferenceid AS rh_origreferenceid FROM (SELECT releasingheightid, sbsnumber, n, replicates, mean, minimum, maximum, median, stddeviation, stderror, collectiondate, p_comment, methodid, referenceid, supportstructuretypeid, origreferenceid, habitattypeid, georefid, valid, ledaid, batchid FROM releasingheight natural join taxontosbsassignment WHERE valid IN (-2, 1, 2, -8, 2, -8))) rh FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON rh.rh_origreferenceid = orf.or_origrefid) rh_orf ON r.ref_referenceid = rh_orf.rh_referenceid) r_rh LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON r_rh.rh_methodid = m.m_methodid) rh_m ON sbs.sbs_sbsnumber = rh_m.rh_sbsnumber)) ORDER BY sbs_sbsname
on Fri Feb 05 09:52:56 CET 2010 .

SBS name;general method;single value [m];sample size;record valid;reference;maximum RH [m];mean RH [m];minimum RH [m];median RH [m];number of replicates;general comment;original reference
Epilobium dodonaei;unknown;.6;;1;BIOPOP April 2005;1;;.2;;;;
Epilobium fleischeri;unknown;.3;;1;BIOPOP April 2005;.4;;.2;;;;
Epilobium hirsutum;unknown;1.15;;1;BIOPOP April 2005;1.5;;.8;;;;
Epilobium hirsutum;unknown;1.15;;1;BIOPOP April 2005;;1.15;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Epilobium lanceolatum;unknown;.45;;1;BIOPOP April 2005;.6;;.3;;;;
Epilobium montanum;actual measurement (following LEDA data standards);.44;;1;BIOPOP April 2005;.63;;.25;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Epilobium montanum;unknown;.55;;1;BIOPOP April 2005;.8;;.3;;;;
Epilobium montanum;unknown;.4;;1;BIOPOP April 2005;;.4;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Epilobium montanum;unknown;.45;;1;BIOPOP April 2005;.8;;.1;;;;
Epilobium nutans;unknown;.125;;1;BIOPOP April 2005;.2;;.05;;;;
Epilobium obscurum;unknown;.8;;1;BIOPOP April 2005;1;;.6;;;;
Epilobium palustre;unknown;.3;;1;BIOPOP April 2005;.5;;.1;;;;
Epilobium palustre;unknown;.35;;1;BIOPOP April 2005;;.35;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Epilobium parviflorum;unknown;.55;;1;BIOPOP April 2005;.8;;.3;;;;
Epilobium roseum;unknown;.525;;1;BIOPOP April 2005;.8;;.25;;;;
Epilobium tetragonum;estimation (following LEDA data standards);.65;;1;BIOPOP April 2005;1;;.3;;;;Jäger, E.J. and Werner, K. (1995). Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Atlasband. Vol. 3. Jena, Fischer
Epimedium alpinum;unknown;.25;;1;BIOPOP April 2005;.3;;.2;;;;
Epipactis atrorubens;actual measurement (following LEDA data standards);.4;25;1;BIOPOP April 2005;.4;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Epipactis atrorubens;unknown;.45;;1;BIOPOP April 2005;.6;;.3;;;;
Epipactis helleborine;unknown;.5;;1;BIOPOP April 2005;.8;;.2;;;;
Epipactis leptochila;unknown;.45;;1;BIOPOP April 2005;.7;;.2;;;;
Epipactis microphylla;unknown;.2;;1;BIOPOP April 2005;.3;;.1;;;;
Epipactis muelleri;unknown;.5;;1;BIOPOP April 2005;.75;;.25;;;;
Epipactis palustris;unknown;.4;;1;BIOPOP April 2005;.5;;.3;;;;
Epipactis purpurata;unknown;.375;;1;BIOPOP April 2005;.6;;.15;;;;
Epipogium aphyllum;unknown;.15;;1;BIOPOP April 2005;.2;;.1;;;;
Equisetum arvense;unknown;.325;;1;BIOPOP April 2005;.5;;.15;;;;
Equisetum fluviatile;unknown;1;;1;BIOPOP April 2005;1.5;;.5;;;;
Equisetum hyemale;unknown;.95;;1;BIOPOP April 2005;1.5;;.4;;;;
Equisetum palustre;unknown;.55;;1;BIOPOP April 2005;1;;.1;;;;
Equisetum pratense;unknown;.325;;1;BIOPOP April 2005;.5;;.15;;;;
Equisetum ramosissimum;unknown;.9;;1;BIOPOP April 2005;1;;.8;;;;
Equisetum sylvaticum;unknown;.325;;1;BIOPOP April 2005;.5;;.15;;;;
Equisetum telmateia;unknown;1.25;;1;BIOPOP April 2005;2;;.5;;;;
Equisetum variegatum;estimation (following LEDA data standards);.2;;1;BIOPOP April 2005;.3;;.1;;;;Jäger, E.J. and Werner, K. (1995). Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Atlasband. Vol. 3. Jena, Fischer
Eragrostis cilianensis;unknown;.3;;1;BIOPOP April 2005;.5;;.1;;;;
Eragrostis minor;unknown;.25;;1;BIOPOP April 2005;.4;;.1;;;;
Eragrostis pilosa;unknown;.2;;1;BIOPOP April 2005;.3;;.1;;;;
Eranthis hyemalis;unknown;.1;;1;BIOPOP April 2005;.15;;.05;;;;
Erica cinerea;unknown;.4;;1;BIOPOP April 2005;.6;;.2;;;;
Erica cinerea;unknown;.6;;1;BIOPOP April 2005;;.6;;;;;
Erica herbacea;actual measurement (following LEDA data standards);.05;25;1;BIOPOP April 2005;.05;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Erica herbacea;unknown;.225;;1;BIOPOP April 2005;.3;;.15;;;;
Erica tetralix;unknown;.325;;1;BIOPOP April 2005;.5;;.15;;;;
Erica tetralix;unknown;.2;;1;BIOPOP April 2005;;.2;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Erigeron acer;unknown;.35;;1;BIOPOP April 2005;.6;;.1;;;;
Erigeron acer;unknown;.2;;1;BIOPOP April 2005;;.2;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Erigeron alpinus;unknown;.175;;1;BIOPOP April 2005;.3;;.05;;;;
Erigeron annuus;laboratory/greenhouse/garden experiment;.91;5;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.97;.86;.58;.91;;(automatically preaggregated values) ;
Erigeron annuus;unknown;.75;;1;BIOPOP April 2005;1;;.5;;;;
Erigeron atticus;unknown;.4;;1;BIOPOP April 2005;.6;;.2;;;;
Erigeron gaudinii;unknown;.175;;1;BIOPOP April 2005;.3;;.05;;;;
Erigeron glabratus;unknown;.175;;1;BIOPOP April 2005;.3;;.05;;;;
Erigeron neglectus;unknown;.15;;1;BIOPOP April 2005;.2;;.1;;;;
Erigeron uniflorus;unknown;.065;;1;BIOPOP April 2005;.1;;.03;;;;
Eriophorum angustifolium;actual measurement (following LEDA data standards);.31;9;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.375;.288;.19;.31;;(automatically preaggregated values) ;
Eriophorum angustifolium;unknown;.4;;1;BIOPOP April 2005;;.4;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Eriophorum angustifolium;unknown;.45;;1;BIOPOP April 2005;.6;;.3;;;;
Eriophorum gracile;unknown;.25;;1;BIOPOP April 2005;.4;;.1;;;;
Eriophorum latifolium;actual measurement (following LEDA data standards);.32;10;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Wilmann), E-Mail: (bodil.wilmann@nina.no);.38;.29;.05;.32;;(automatically preaggregated values) ;
Eriophorum latifolium;unknown;.45;;1;BIOPOP April 2005;.6;;.3;;;;
Eriophorum scheuchzeri;unknown;.2;;1;BIOPOP April 2005;.3;;.1;;;;
Eriophorum vaginatum;unknown;.45;;1;BIOPOP April 2005;.6;;.3;;;;
Eriophorum vaginatum;unknown;.4;;1;BIOPOP April 2005;;.4;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Erodium ballii;unknown;.25;;1;BIOPOP April 2005;.4;;.1;;;;
Erodium moschatum;laboratory/greenhouse/garden experiment;.27;19;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.38;.27;.1;.27;;(automatically preaggregated values) ;
Erophila verna;estimation (following LEDA data standards);.09;;1;BIOPOP April 2005;.15;;.03;;;;Jäger, E.J. and Werner, K. (1995). Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Atlasband. Vol. 3. Jena, Fischer
Erophila verna;unknown;.09;;1;BIOPOP April 2005;.15;;.03;;;;
Erophila verna s. verna;unknown;.1;;1;BIOPOP April 2005;;.1;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Eruca vesicaria s. sativa;unknown;.225;;1;BIOPOP April 2005;.4;;.05;;;;
Erucastrum gallicum;unknown;.45;;1;BIOPOP April 2005;.6;;.3;;;;
Erucastrum nasturtiifolium;unknown;.6;;1;BIOPOP April 2005;.8;;.4;;;;
Eryngium campestre;actual measurement (following LEDA data standards);.6;25;1;BIOPOP April 2005;.6;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Eryngium campestre;unknown;.375;;1;BIOPOP April 2005;.6;;.15;;;;
Eryngium maritimum;unknown;.4;;1;BIOPOP April 2005;.6;;.2;;;;
Eryngium planum;unknown;.45;;1;BIOPOP April 2005;.6;;.3;;;;
Erysimum cheiranthoides;unknown;.375;;1;BIOPOP April 2005;.6;;.15;;;;
Erysimum cheiri;unknown;.4;;1;BIOPOP April 2005;.6;;.2;;;;
Erysimum crepidifolium;unknown;.375;;1;BIOPOP April 2005;.6;;.15;;;;
Erysimum marschallianum;unknown;.375;;1;BIOPOP April 2005;.6;;.15;;;;
Erysimum odoratum;unknown;.55;;1;BIOPOP April 2005;.9;;.2;;;;
Erysimum repandum;unknown;.25;;1;BIOPOP April 2005;.35;;.15;;;;
Erysimum sylvestre;actual measurement (following LEDA data standards);.4;25;1;BIOPOP April 2005;.4;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Eschscholzia californica;unknown;.4;;1;BIOPOP April 2005;.5;;.3;;;;
Eupatorium cannabinum;unknown;1;;1;BIOPOP April 2005;1.5;;.5;;;;
Eupatorium cannabinum;unknown;.75;;1;BIOPOP April 2005;;.75;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Euphorbia amygdaloides;actual measurement (following LEDA data standards);.6;25;1;BIOPOP April 2005;.6;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Euphorbia amygdaloides;unknown;.45;;1;BIOPOP April 2005;.6;;.3;;;;
Euphorbia amygdaloides;laboratory/greenhouse/garden experiment;.2;23;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.33;.21;.1;.2;;(automatically preaggregated values) ;
Euphorbia brittingeri;unknown;.4;;1;BIOPOP April 2005;.5;;.3;;;;
Euphorbia cyparissias;actual measurement (following LEDA data standards);.3;25;1;BIOPOP April 2005;.3;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Euphorbia cyparissias;unknown;.225;;1;BIOPOP April 2005;.3;;.15;;;;
Euphorbia dulcis;unknown;.35;;1;BIOPOP April 2005;.5;;.2;;;;
Euphorbia epithymoides;unknown;.4;;1;BIOPOP April 2005;.5;;.3;;;;
Euphorbia exigua;unknown;.13;;1;BIOPOP April 2005;.2;;.06;;;;
Euphorbia helioscopia;unknown;.2;;1;BIOPOP April 2005;.3;;.1;;;;
Euphorbia humifusa;unknown;.085;;1;BIOPOP April 2005;.15;;.02;;;;
Euphorbia lathyris;unknown;.6;;1;BIOPOP April 2005;1;;.2;;;;
Euphorbia lucida;unknown;.85;;1;BIOPOP April 2005;1.3;;.4;;;;
Euphorbia palustris;unknown;1;;1;BIOPOP April 2005;1.5;;.5;;;;
Euphorbia peplus;unknown;.2;;1;BIOPOP April 2005;.3;;.1;;;;
Euphorbia peplus;unknown;.2;;1;BIOPOP April 2005;;.2;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Euphorbia platyphyllos;unknown;.425;;1;BIOPOP April 2005;.6;;.25;;;;
Euphorbia salicifolia;unknown;.5;;1;BIOPOP April 2005;.7;;.3;;;;
Euphorbia segetalis;laboratory/greenhouse/garden experiment;.12;4;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.25;.13;.04;.12;;(automatically preaggregated values) ;
Euphorbia seguierana;unknown;.375;;1;BIOPOP April 2005;.6;;.15;;;;
Euphorbia serrulata;unknown;.3;;1;BIOPOP April 2005;.45;;.15;;;;
Euphorbia villosa;unknown;.65;;1;BIOPOP April 2005;.8;;.5;;;;
Euphrasia frigida;actual measurement (following LEDA data standards);.053;3;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.06;.049;.035;.053;;(automatically preaggregated values) ;
Euphrasia officinalis;estimation (following LEDA data standards);.235;;1;BIOPOP April 2005;.45;;.02;;;;Jäger, E.J. and Werner, K. (1995). Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Atlasband. Vol. 3. Jena, Fischer
Euphrasia officinalis;unknown;.15;;1;BIOPOP April 2005;;.15;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Euphrasia officinalis;actual measurement (following LEDA data standards);.25;25;1;BIOPOP April 2005;.25;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Euphrasia officinalis;estimation (following LEDA data standards);.175;;1;BIOPOP April 2005;;.175;;;;;Jackel, A.-K. (1999): Strategien der Pflanzenarten einer fragmentierten Trockenrasengesellschaft.
Euphrasia stricta;actual measurement (following LEDA data standards);.131;;1;BIOPOP April 2005;;.131;;;;;During, H. J.(1985): Demography of short-lived forbs in chalk grassland in relation to vegetation structure.  The population structure of vegetation.  J.  White.  Dordrecht.[]
Euphrasia stricta;actual measurement (following LEDA data standards);.083;;1;BIOPOP April 2005;;.083;;;;;During, H. J.(1985): Demography of short-lived forbs in chalk grassland in relation to vegetation structure.  The population structure of vegetation.  J.  White.  Dordrecht.[]
Euphrasia stricta;unknown;.24;;1;BIOPOP April 2005;.45;;.03;;;;
Fagopyrum esculentum;unknown;.375;;1;BIOPOP April 2005;.6;;.15;;;;
Fagopyrum tataricum;unknown;.5;;1;BIOPOP April 2005;.7;;.3;;;;
Fagus sylvatica;actual measurement (following LEDA data standards);25;25;1;BIOPOP April 2005;25;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Fagus sylvatica;unknown;40;;1;BIOPOP April 2005;40;;;;;;
Falcaria vulgaris;unknown;.55;;1;BIOPOP April 2005;.8;;.3;;;;
Fallopia baldschuanica;unknown;3.5;;1;BIOPOP April 2005;5;;2;;;;
Fallopia convolvulus;unknown;.675;;1;BIOPOP April 2005;1.2;;.15;;;;
Fallopia convolvulus;unknown;.75;;1;BIOPOP April 2005;;.75;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Fallopia convolvulus;unknown;1.025;;1;BIOPOP April 2005;2;;.05;;;;Hume, L.(1983): The biology of Canadian weeds. 60. Polygonum convolvulus L.
Fallopia dumetorum;unknown;1.75;;1;BIOPOP April 2005;3;;.5;;;;
Festuca airoides;unknown;.2;;1;BIOPOP April 2005;.3;;.1;;;;
Festuca alpina;unknown;.075;;1;BIOPOP April 2005;.1;;.05;;;;
Festuca altissima;unknown;.9;;1;BIOPOP April 2005;1.2;;.6;;;;
Festuca amethystina;unknown;.85;;1;BIOPOP April 2005;1.2;;.5;;;;
Festuca arundinacea;estimation (following LEDA data standards);1.2;;1;BIOPOP April 2005;1.8;;.6;;;;Jäger, E.J. and Werner, K. (1995). Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Atlasband. Vol. 3. Jena, Fischer
Festuca brevipila;unknown;.325;;1;BIOPOP April 2005;.5;;.15;;;;
Festuca curvula;unknown;.375;;1;BIOPOP April 2005;.5;;.25;;;;Haeupler, H. (2000): Bildatlas der Farn- und Blütenpflanzen Deutschlands
Festuca duvalii;unknown;.275;;1;BIOPOP April 2005;.4;;.15;;;;Haeupler, H. (2000): Bildatlas der Farn- und Blütenpflanzen Deutschlands
Festuca filiformis;unknown;.45;;1;BIOPOP April 2005;.7;;.2;;;;
Festuca gigantea;unknown;1.05;;1;BIOPOP April 2005;1.5;;.6;;;;
Festuca gigantea;unknown;1;;1;BIOPOP April 2005;;1;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Festuca guestfalica;unknown;.1;;1;BIOPOP April 2005;;;.1;;;Value: small;Haeupler, H. (2000): Bildatlas der Farn- und Blütenpflanzen Deutschlands
Festuca guestfalica;unknown;.375;;1;BIOPOP April 2005;.5;;.25;;;;Haeupler, H. (2000): Bildatlas der Farn- und Blütenpflanzen Deutschlands
Festuca guestfalica;unknown;.65;;1;BIOPOP April 2005;.65;;;;;Value: large plant;Haeupler, H. (2000): Bildatlas der Farn- und Blütenpflanzen Deutschlands
Festuca heteropachys;unknown;.5;;1;BIOPOP April 2005;.7;;.3;;;;Haeupler, H. (2000): Bildatlas der Farn- und Blütenpflanzen Deutschlands
Festuca heterophylla;unknown;.8;;1;BIOPOP April 2005;1;;.6;;;;
Festuca nigrescens;unknown;1;;1;BIOPOP April 2005;1;;;;;Value: large plant;Haeupler, H. (2000): Bildatlas der Farn- und Blütenpflanzen Deutschlands
Festuca nigrescens;unknown;.7;;1;BIOPOP April 2005;.9;;.5;;;;Haeupler, H. (2000): Bildatlas der Farn- und Blütenpflanzen Deutschlands
Festuca norica;unknown;.45;;1;BIOPOP April 2005;.5;;.4;;;;
Festuca ovina;actual measurement (following LEDA data standards);.15;2;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.16;.15;.14;.15;;(automatically preaggregated values) ;
Festuca ovina;actual measurement (following LEDA data standards);.37;;1;BIOPOP April 2005;.55;;.19;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Festuca ovina;unknown;.3;;1;BIOPOP April 2005;;.3;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Festuca ovina;actual measurement (following LEDA data standards);.5;;1;BIOPOP April 2005;.65;;.35;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Festuca ovina;actual measurement (following LEDA data standards);.41;;1;BIOPOP April 2005;.57;;.25;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Festuca ovina;actual measurement (following LEDA data standards);.265;;1;BIOPOP April 2005;.38;;.15;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Festuca ovina;actual measurement (following LEDA data standards);.35;;1;BIOPOP April 2005;.4;;.3;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Festuca ovina;actual measurement (following LEDA data standards);.42;;1;BIOPOP April 2005;.47;;.37;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Festuca pallens;laboratory/greenhouse/garden experiment;.345;30;1;BIOPOP April 2005;;.345;;;;Value: trial 4;Jackel, A.-K. (1999): Strategien der Pflanzenarten einer fragmentierten Trockenrasengesellschaft.
Festuca pallens;unknown;.4;;1;BIOPOP April 2005;.7;;.1;;;;
Festuca pallens;laboratory/greenhouse/garden experiment;.255;30;1;BIOPOP April 2005;;.255;;;;Value: trial 2;Jackel, A.-K. (1999): Strategien der Pflanzenarten einer fragmentierten Trockenrasengesellschaft.
Festuca pallens;laboratory/greenhouse/garden experiment;.249;30;1;BIOPOP April 2005;;.249;;;;Value: trial 3;Jackel, A.-K. (1999): Strategien der Pflanzenarten einer fragmentierten Trockenrasengesellschaft.
Festuca pallens;laboratory/greenhouse/garden experiment;.315;30;1;BIOPOP April 2005;;.315;;;;Value: trial 1;Jackel, A.-K. (1999): Strategien der Pflanzenarten einer fragmentierten Trockenrasengesellschaft.
Festuca pallens;laboratory/greenhouse/garden experiment;.289;30;1;BIOPOP April 2005;;.289;;;;Value: trial 5;Jackel, A.-K. (1999): Strategien der Pflanzenarten einer fragmentierten Trockenrasengesellschaft.
Festuca pannonica;unknown;.15;;1;BIOPOP April 2005;;;.15;;;Value: small;Haeupler, H. (2000): Bildatlas der Farn- und Blütenpflanzen Deutschlands
Festuca pannonica;unknown;.325;;1;BIOPOP April 2005;.45;;.2;;;;Haeupler, H. (2000): Bildatlas der Farn- und Blütenpflanzen Deutschlands
Festuca patzkei;unknown;.325;;1;BIOPOP April 2005;.4;;.25;;;;Haeupler, H. (2000): Bildatlas der Farn- und Blütenpflanzen Deutschlands
Festuca polesica;unknown;.45;;1;BIOPOP April 2005;.7;;.2;;;;
Festuca pratensis;estimation (following LEDA data standards);.7;;1;BIOPOP April 2005;1;;.4;;;;Jäger, E.J. and Werner, K. (1995). Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Atlasband. Vol. 3. Jena, Fischer
Festuca pratensis;unknown;.7;;1;BIOPOP April 2005;1;;.4;;;;
Festuca pratensis;unknown;.6;;1;BIOPOP April 2005;;.6;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Festuca pratensis s. apennina;unknown;.5;;1;BIOPOP April 2005;.8;;.2;;;;Haeupler, H. (2000): Bildatlas der Farn- und Blütenpflanzen Deutschlands
Festuca psammophila;unknown;.45;;1;BIOPOP April 2005;.7;;.2;;;;
Festuca puccinellii;unknown;.35;;1;BIOPOP April 2005;.4;;.3;;;;
Festuca pulchella;unknown;.35;;1;BIOPOP April 2005;.5;;.2;;;;
Festuca quadriflora;unknown;.175;;1;BIOPOP April 2005;.25;;.1;;;;
Festuca rubra;actual measurement (following LEDA data standards);.6;;1;BIOPOP April 2005;.72;;.48;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Festuca rubra;unknown;.4;;1;BIOPOP April 2005;;.4;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Festuca rupicaprina;unknown;.15;;1;BIOPOP April 2005;.2;;.1;;;;
Festuca rupicola;actual measurement (following LEDA data standards);.5;25;1;BIOPOP April 2005;.5;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Festuca rupicola;unknown;.475;;1;BIOPOP April 2005;.8;;.15;;;;
Festuca stricta;actual measurement (following LEDA data standards);.5;25;1;BIOPOP April 2005;.5;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Festuca trichophylla;unknown;.5;;1;BIOPOP April 2005;.7;;.3;;;;Haeupler, H. (2000): Bildatlas der Farn- und Blütenpflanzen Deutschlands
Festuca valesiaca;estimation (following LEDA data standards);.375;;1;BIOPOP April 2005;.6;;.15;;;;Jäger, E.J. and Werner, K. (1995). Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Atlasband. Vol. 3. Jena, Fischer
Festuca valesiaca;unknown;.375;;1;BIOPOP April 2005;.6;;.15;;;;
Festuca vivipara;actual measurement (following LEDA data standards);.2;3;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.28;.205;.135;.2;;(automatically preaggregated values) ;
Filaginella uliginosa;unknown;.125;;1;BIOPOP April 2005;.2;;.05;;;;
Filago lutescens;unknown;.175;;1;BIOPOP April 2005;.3;;.05;;;;
