The following table was created as response to the SQL query
SELECT sbs_sbsnumber "SBS number", m_methodname "general method", sbs_sbsname "SBS name", ld_category "leaf distribution ", ld_valid "valid", ref_refname "reference", or_origrefname "original reference" FROM (SELECT ld_m.ld_category, sbs.sbs_sbsnumber, ld_m.m_methodname, sbs.sbs_sbsname, ld_m.ld_valid, ld_m.ref_refname, ld_m.or_origrefname, ld_m.ld_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_ld.ld_sbsnumber, r_ld.ld_category, m.m_methodname, r_ld.ld_valid, r_ld.ref_refname, r_ld.or_origrefname FROM (SELECT ld_orf.ld_sbsnumber, ld_orf.ld_category, ld_orf.ld_methodid, ld_orf.ld_valid, r.ref_refname, ld_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT ld.ld_sbsnumber, ld.ld_category, ld.ld_methodid, ld.ld_valid, ld.ld_referenceid, orf.or_origrefname FROM (SELECT sbsnumber AS ld_sbsnumber, leafdistributionname AS ld_category, methodid AS ld_methodid, valid AS ld_valid, referenceid AS ld_referenceid, origreferenceid AS ld_origreferenceid FROM (select leafdistributionid, sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, leafdistributionnameid, created_when, updated_when, valid, validsince, validuntil, ledaid, leafdistributionname
from
(select leafdistributionid, sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, leafdistributionnameid, created_when, updated_when, valid, validsince, validuntil, ledaid from leafdistribution natural join taxontosbsassignment)
natural join
leafdistributionname_lv WHERE valid IN (-2, 1))) ld FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON ld.ld_origreferenceid = orf.or_origrefid) ld_orf ON r.ref_referenceid = ld_orf.ld_referenceid) r_ld LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON r_ld.ld_methodid = m.m_methodid) ld_m ON sbs.sbs_sbsnumber = ld_m.ld_sbsnumber)
on Mon Apr 26 11:03:40 CEST 2010 .

SBS number;general method;SBS name;leaf distribution ;valid;reference;original reference
40290;unknown;Dactylis glomerata;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Beddows, A. R. (1959): Biological flora of the British Isles: Dactylis glomerata.
4154;unknown;Arctium minus;semi-rosette ;1;BIOPOP April 2005;Düll, R. (1994): Botanisch-ökologisches Exkursionstaschenbuch
2102;unknown;Sanicula europaea;semi-rosette ;1;BIOPOP April 2005;Düll, R. (1994): Botanisch-ökologisches Exkursionstaschenbuch
12519;unknown;Cynoglossum officinale;semi-rosette ;1;BIOPOP April 2005;Düll, R. (1994): Botanisch-ökologisches Exkursionstaschenbuch
12527;unknown;Anchusa officinalis;semi-rosette ;1;BIOPOP April 2005;Düll, R. (1994): Botanisch-ökologisches Exkursionstaschenbuch
18278;unknown;Sedum spurium;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Düll, R. (1994): Botanisch-ökologisches Exkursionstaschenbuch
3737;unknown;Cirsium vulgare;semi-rosette ;1;BIOPOP April 2005;Klinkhamer, P. G. L. (1993): Biological flora of the British Isles: Cirsium vulgare (Savi.) Ten.
32859;unknown;Verbascum thapsus;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
32859;unknown;Verbascum thapsus;semi-rosette ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
30622;unknown;Potentilla reptans;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
30633;unknown;Fragaria vesca;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
30638;unknown;Geum urbanum;semi-rosette ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
30295;unknown;Potentilla tabernaemontani;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
35262;unknown;Viola reichenbachiana;semi-rosette ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
33306;unknown;Veronica austriaca s. teucrium;semi-rosette ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
37067;unknown;Scirpus sylvaticus;semi-rosette ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
40365;unknown;Bromus japonicus;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
35276;unknown;Viola palustris;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
35355;unknown;Viola hirta;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
42447;unknown;Hordeum murinum;semi-rosette ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
59373;unknown;Taraxacum Sec. Ruderalia;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
2808;unknown;Bellis perennis;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
3013;unknown;Achillea millefolium;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
3171;unknown;Carlina acaulis;semi-rosette ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
3665;unknown;Arnica montana;semi-rosette ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
3737;unknown;Cirsium vulgare;semi-rosette ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
1519;unknown;Angelica sylvestris;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
1643;unknown;Pimpinella saxifraga;semi-rosette ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
2007;unknown;Aegopodium podagraria;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
4799;unknown;Achillea ptarmica;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
12105;unknown;Echium vulgare;semi-rosette ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
12790;unknown;Erophila verna s. verna;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
12848;unknown;Capsella bursa-pastoris;semi-rosette ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
7298;unknown;Leontodon autumnalis;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
28783;unknown;Anagallis arvensis;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
22559;unknown;Geranium sylvaticum;semi-rosette ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
28355;unknown;Armeria maritima;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
6499;unknown;Hypochoeris radicata;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
6638;unknown;Leontodon hispidus;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
30927;unknown;Potentilla erecta;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
27829;unknown;Plantago major;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
16230;unknown;Sagina procumbens;semi-rosette ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
27860;unknown;Plantago lanceolata;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
13454;unknown;Sinapis arvensis;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
27756;unknown;Plantago media;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
16636;unknown;Petrorhagia prolifera;semi-rosette ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
16673;unknown;Silene nutans;semi-rosette ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
21660;unknown;Anthyllis vulneraria;semi-rosette ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
24299;unknown;Salvia pratensis;semi-rosette ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
14249;unknown;Cardamine pratensis;semi-rosette ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
29712;unknown;Potentilla anserina;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
29153;unknown;Sanguisorba minor;semi-rosette ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
14669;unknown;Thlaspi perfoliatum;semi-rosette ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
13799;unknown;Biscutella laevigata;semi-rosette ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
29295;unknown;Rosa canina;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
29358;unknown;Fragaria viridis;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
29366;unknown;Geum rivale;semi-rosette ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
24142;unknown;Ajuga genevensis;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
13952;unknown;Lepidium virginicum;semi-rosette ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
17252;unknown;Silene noctiflora;semi-rosette ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
17252;unknown;Silene noctiflora;semi-rosette ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
17578;unknown;Silene dioica;semi-rosette ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
29429;unknown;Filipendula vulgaris;semi-rosette ;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
31189;unknown;Prunus avium;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
31189;unknown;Prunus avium;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
31381;unknown;Saxifraga granulata;semi-rosette ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
32638;unknown;Salix alba;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
32680;unknown;Populus tremula;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
32687;unknown;Populus x canadensis;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
32740;unknown;Veronica serpyllifolia;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
32792;unknown;Veronica chamaedrys;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
32834;unknown;Verbascum nigrum;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
32834;unknown;Verbascum nigrum;semi-rosette ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
33000;unknown;Odontites lutea;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
33091;unknown;Linaria vulgaris;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
33851;unknown;Verbascum densiflorum;semi-rosette ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
33851;unknown;Verbascum densiflorum;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
30622;unknown;Potentilla reptans;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
30633;unknown;Fragaria vesca;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
36280;unknown;Luzula campestris;semi-rosette ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
31730;unknown;Galium verum;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
31805;unknown;Galium odoratum;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
31949;unknown;Galium album;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
31956;unknown;Galium aparine;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
31967;unknown;Sherardia arvensis;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
30108;unknown;Rubus caesius;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
30235;unknown;Rubus bifrons;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
30295;unknown;Potentilla tabernaemontani;semi-rosette ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
30348;unknown;Fragaria moschata;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
30483;unknown;Rubus silesiacus;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
34846;unknown;Valeriana officinalis s. collina;semi-rosette ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
34958;unknown;Solanum nigrum;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
35041;unknown;Solanum dulcamara;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
35092;unknown;Verbena officinalis;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
35149;unknown;Urtica dioica;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
35180;unknown;Ulmus glabra;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
34514;unknown;Parthenocissus quinquefolia;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
33745;unknown;Veronica polita;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
34634;unknown;Tilia platyphyllos;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
33202;unknown;Chaenorhinum minus;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
33317;unknown;Veronica hederifolia;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
34664;unknown;Tilia cordata;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
34776;unknown;Valerianella locusta;semi-rosette ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
40171;unknown;Festuca ovina;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
40238;unknown;Elymus repens;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
40358;unknown;Bromus erectus;semi-rosette ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
40361;unknown;Bromus hordeaceus;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
40391;unknown;Alopecurus pratensis;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
40414;unknown;Arrhenatherum elatius;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
40425;unknown;Avena fatua;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
