The following table was created as response to the SQL query
SELECT sbs_sbsnumber "SBS number", sbs_sbsname "SBS name", m_methodname "general method", dia_name "diaspore type", diglv_genname "gen. diaspore type", ref_refname "reference", seslv_name "seed structure", seglv_name "gen. seed structure", mdu_ishooked "seed structure hooked", mdu_valid "valid", or_origrefname "original reference", mdu_comment "general comment" FROM (SELECT mdu_m.mdu_ishooked, sbs.sbs_sbsnumber, sbs.sbs_sbsname, mdu_m.m_methodname, mdu_m.dia_name, mdu_m.diglv_genname, mdu_m.ref_refname, mdu_m.seslv_name, mdu_m.seglv_name, mdu_m.mdu_valid, mdu_m.or_origrefname, mdu_m.mdu_comment, mdu_m.mdu_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT mdu_dialv.mdu_sbsnumber, mdu_dialv.mdu_ishooked, m.m_methodname, mdu_dialv.dia_name, mdu_dialv.diglv_genname, mdu_dialv.ref_refname, mdu_dialv.seslv_name, mdu_dialv.seglv_name, mdu_dialv.mdu_valid, mdu_dialv.or_origrefname, mdu_dialv.mdu_comment FROM (SELECT mdu_diglv.mdu_sbsnumber, mdu_diglv.mdu_ishooked, mdu_diglv.mdu_methodid, dialv.dia_name, mdu_diglv.diglv_genname, mdu_diglv.ref_refname, mdu_diglv.seslv_name, mdu_diglv.seglv_name, mdu_diglv.mdu_valid, mdu_diglv.or_origrefname, mdu_diglv.mdu_comment FROM (SELECT r_mdu.mdu_sbsnumber, r_mdu.mdu_ishooked, r_mdu.mdu_methodid, r_mdu.mdu_diasporemorphid, diglv.diglv_genname, r_mdu.ref_refname, r_mdu.seslv_name, r_mdu.seglv_name, r_mdu.mdu_valid, r_mdu.or_origrefname, r_mdu.mdu_comment FROM (SELECT mdu_seslv.mdu_sbsnumber, mdu_seslv.mdu_ishooked, mdu_seslv.mdu_methodid, mdu_seslv.mdu_diasporemorphid, mdu_seslv.mdu_gendiamorphid, r.ref_refname, mdu_seslv.seslv_name, mdu_seslv.seglv_name, mdu_seslv.mdu_valid, mdu_seslv.or_origrefname, mdu_seslv.mdu_comment FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT mdu_seglv.mdu_sbsnumber, mdu_seglv.mdu_ishooked, mdu_seglv.mdu_methodid, mdu_seglv.mdu_diasporemorphid, mdu_seglv.mdu_gendiamorphid, mdu_seglv.mdu_referenceid, seslv.seslv_name, mdu_seglv.seglv_name, mdu_seglv.mdu_valid, mdu_seglv.or_origrefname, mdu_seglv.mdu_comment FROM (SELECT mdu_orf.mdu_sbsnumber, mdu_orf.mdu_ishooked, mdu_orf.mdu_methodid, mdu_orf.mdu_diasporemorphid, mdu_orf.mdu_gendiamorphid, mdu_orf.mdu_referenceid, mdu_orf.mdu_seedstructureid, seglv.seglv_name, mdu_orf.mdu_valid, mdu_orf.or_origrefname, mdu_orf.mdu_comment FROM (SELECT mdu.mdu_sbsnumber, mdu.mdu_ishooked, mdu.mdu_methodid, mdu.mdu_diasporemorphid, mdu.mdu_gendiamorphid, mdu.mdu_referenceid, mdu.mdu_seedstructureid, mdu.mdu_genseedstructureid, mdu.mdu_valid, orf.or_origrefname, mdu.mdu_comment FROM (SELECT sbsnumber AS mdu_sbsnumber, ishooked AS mdu_ishooked, methodid AS mdu_methodid, diasporemorphologyid AS mdu_diasporemorphid, gendiasporemorphologyid AS mdu_gendiamorphid, referenceid AS mdu_referenceid, seedstructureid AS mdu_seedstructureid, genseedstructureid AS mdu_genseedstructureid, valid AS mdu_valid, origreferenceid AS mdu_origreferenceid, p_comment AS mdu_comment FROM (SELECT sbsnumber, taxonid, referenceid, origreferenceid, batchid, methodid, p_comment, seedstructureid, seedstructureid - MOD(seedstructureid,10) AS genseedstructureid, ishooked as ishookedid,
CASE ishooked WHEN 0 THEN 'not hooked' WHEN 1 THEN 'hooked' ELSE 'unknown' END AS ishooked, diasporemorphologyid, diasporemorphologyid - MOD(diasporemorphologyid,10) AS gendiasporemorphologyid, 
created_when, updated_when, valid, validsince, validuntil, ledaid, morphologyofdispersalunitid FROM MORPHOLOGYOFDISPERSALUNIT NATURAL JOIN TAXONTOSBSASSIGNMENT WHERE valid IN (-1, 0))) mdu FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON mdu.mdu_origreferenceid = orf.or_origrefid) mdu_orf FULL JOIN (SELECT seedstructureid AS seglv_id, genseedstructurename AS seglv_name FROM (select a.seedstructureid, b.seedstructurecode as genseedstructurecode, b.seedstructurename as genseedstructurename from seedstructure_lv a join seedstructure_lv b on b.seedstructureid = a.seedstructureid - MOD(a.seedstructureid,10)
)) seglv ON mdu_orf.mdu_genseedstructureid = seglv.seglv_id) mdu_seglv FULL JOIN (SELECT seedstructureid AS seslv_id, seedstructurename AS seslv_name FROM (select seedstructureid, seedstructurecode, seedstructurename from seedstructure_lv)) seslv ON mdu_seglv.mdu_seedstructureid = seslv.seslv_id) mdu_seslv ON r.ref_referenceid = mdu_seslv.mdu_referenceid) r_mdu LEFT JOIN (SELECT diasporemorphologyid AS diglv_genid, diasporemorphologyname AS diglv_genname FROM (select diasporemorphologyid, diasporemorphologycode, diasporemorphologyname from diasporemorphology_lv)) diglv ON r_mdu.mdu_gendiamorphid = diglv.diglv_genid) mdu_diglv LEFT JOIN (SELECT diasporemorphologyid AS dia_id, diasporemorphologyname AS dia_name FROM (select diasporemorphologyid, diasporemorphologycode, diasporemorphologyname from diasporemorphology_lv)) dialv ON mdu_diglv.mdu_diasporemorphid = dialv.dia_id) mdu_dialv LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON mdu_dialv.mdu_methodid = m.m_methodid) mdu_m ON sbs.sbs_sbsnumber = mdu_m.mdu_sbsnumber)
on Mon Jul 14 15:48:35 CEST 2008 .

SBS number;SBS name;general method;diaspore type;gen. diaspore type;reference;seed structure;gen. seed structure;seed structure hooked;valid;original reference;general comment
40372;Bromus squarrosus;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Elongated appendages;Elongated appendages;unknown;0;;null
40365;Bromus japonicus;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Elongated appendages;Elongated appendages;unknown;0;;null
40361;Bromus hordeaceus;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Elongated appendages;Elongated appendages;unknown;0;;null
40358;Bromus erectus;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Elongated appendages;Elongated appendages;unknown;0;;null
40254;Festuca arundinacea;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Elongated appendages;Elongated appendages;unknown;0;;null
40171;Festuca ovina;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Elongated appendages;Elongated appendages;unknown;0;;null
40135;Glyceria maxima;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Elongated appendages;Elongated appendages;unknown;0;;null
37263;Carex pseudocyperus;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Elongated appendages;Elongated appendages;unknown;0;;null
34689;Trapa natans;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Elongated appendages;Elongated appendages;unknown;0;;null
37067;Scirpus sylvaticus;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Elongated appendages;Elongated appendages;unknown;0;;null
37062;Scirpus radicans;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Elongated appendages;Elongated appendages;unknown;0;;null
35187;Ulmus minor;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Elongated appendages;Elongated appendages;unknown;0;;null
35184;Ulmus laevis;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Elongated appendages;Elongated appendages;unknown;0;;null
30638;Geum urbanum;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Elongated appendages;Elongated appendages;unknown;0;;null
32710;Populus alba;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Elongated appendages;Elongated appendages;unknown;0;;null
32680;Populus tremula;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Elongated appendages;Elongated appendages;unknown;0;;null
32673;Populus nigra;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Elongated appendages;Elongated appendages;unknown;0;;null
32638;Salix alba;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Elongated appendages;Elongated appendages;unknown;0;;null
31232;Dryas octopetala;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Elongated appendages;Elongated appendages;unknown;0;;null
13960;Lunaria rediviva;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
14697;Humulus lupulus;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
26396;Fraxinus ornus;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
26381;Fraxinus excelsior;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
26377;Syringa vulgaris;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
11725;Betula pubescens;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
11720;Betula pendula;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
11715;Betula nana;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
11714;Betula humilis;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
11695;Alnus incana;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
13527;Matthiola incana;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
13513;Lunaria annua;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
22882;Gentiana lutea;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
22593;Geranium rotundifolium;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
23062;Gentiana asclepiadea;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
27584;Rheum rhabarbarum;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
17990;Carpinus betulus;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
1514;Angelica archangelica;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
4799;Achillea ptarmica;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
811;Acer campestre;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
805;Acer saccharinum;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
803;Acer pseudoplatanus;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
801;Acer platanoides;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
785;Acer negundo;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
783;Acer monspessulanum;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
755;Thuja occidentalis;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
1183;Pastinaca sativa;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
724;Chamaecyparis lawsoniana;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
697;Abies alba;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
670;Picea abies;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
653;Larix decidua;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
624;Pinus sylvestris;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
593;Pinus nigra;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
1705;Laserpitium latifolium;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
44580;Thuja plicata;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
45901;Aurinia saxatilis;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
45374;Anemone narcissifolia;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
43033;Leymus arenarius;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
42614;Holcus mollis;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
42613;Holcus lanatus;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
41392;Agrostis capillaris;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
41982;Deschampsia flexuosa;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
41907;Anthoxanthum odoratum;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
39063;Lilium martagon;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
38429;Tulipa gesnerana;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
40861;Agrostis stolonifera;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
40852;Agrostis gigantea;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
40683;Digitaria sanguinalis;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
40681;Digitaria ischaemum;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
40659;Cynosurus cristatus;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
40551;Anthoxanthum aristatum;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
40532;Agrostis canina;categorized from original source;generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages;Flat appendages;unknown;0;;null
