The following table was created as response to the SQL query
SELECT sbs_sbsnumber "SBS number", m_methodname "general method", sbs_sbsname "SBS name", sfb_category "shoot growth form", sfb_branching "branching", sfb_valid "valid", ref_refname "reference", or_origrefname "original reference" FROM (SELECT sfb_m.sfb_category, sbs.sbs_sbsnumber, sfb_m.m_methodname, sbs.sbs_sbsname, sfb_m.sfb_branching, sfb_m.sfb_valid, sfb_m.ref_refname, sfb_m.or_origrefname, sfb_m.sfb_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_sfb.sfb_sbsnumber, r_sfb.sfb_category, m.m_methodname, r_sfb.sfb_branching, r_sfb.sfb_valid, r_sfb.ref_refname, r_sfb.or_origrefname FROM (SELECT sfb_orf.sfb_sbsnumber, sfb_orf.sfb_category, sfb_orf.sfb_methodid, sfb_orf.sfb_branching, sfb_orf.sfb_valid, r.ref_refname, sfb_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT sfb.sfb_sbsnumber, sfb.sfb_category, sfb.sfb_methodid, sfb.sfb_branching, sfb.sfb_valid, sfb.sfb_referenceid, orf.or_origrefname FROM (SELECT sbsnumber AS sfb_sbsnumber, shootformname AS sfb_category, methodid AS sfb_methodid, branchingtypename AS sfb_branching, valid AS sfb_valid, referenceid AS sfb_referenceid, origreferenceid AS sfb_origreferenceid FROM (select sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, shootformnameid, branchingtypeid, created_when, updated_when, valid, validsince, validuntil, ledaid, shootformname, case when branchingtypeid = 0 then 'unknown' when branchingtypeid = 1 then 'yes' when branchingtypeid = 2 then 'no' else NULL end as branchingtypename, shootformid 
from
(select sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, shootformnameid, branchingtypeid, created_when, updated_when, valid, validsince, validuntil, ledaid, shootformid from shootform natural join taxontosbsassignment)
natural join
shootformname_lv WHERE valid IN (-2, 1))) sfb FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON sfb.sfb_origreferenceid = orf.or_origrefid) sfb_orf ON r.ref_referenceid = sfb_orf.sfb_referenceid) r_sfb LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON r_sfb.sfb_methodid = m.m_methodid) sfb_m ON sbs.sbs_sbsnumber = sfb_m.sfb_sbsnumber)
on Mon Apr 26 11:09:26 CEST 2010 .

SBS number;general method;SBS name;shoot growth form;branching;valid;reference;original reference
26073;observation (like obvious taxonomical traits);Epilobium anagallidifolium;Stem ascending to prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26075;observation (like obvious taxonomical traits);Epilobium angustifolium;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26085;observation (like obvious taxonomical traits);Pinguicula vulgaris;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26089;observation (like obvious taxonomical traits);Utricularia australis;Floating leaves, attached to the substrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26099;observation (like obvious taxonomical traits);Utricularia intermedia;Submerged, attached to the substrate;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26099;observation (like obvious taxonomical traits);Utricularia intermedia;Floating leaves, attached to the substrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26100;observation (like obvious taxonomical traits);Utricularia minor;Floating leaves, attached to the substrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26100;observation (like obvious taxonomical traits);Utricularia minor;Submerged, attached to the substrate;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26103;observation (like obvious taxonomical traits);Utricularia vulgaris;Floating leaves, attached to the substrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
25103;observation (like obvious taxonomical traits);Lamium purpureum;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
16115;observation (like obvious taxonomical traits);Dianthus armeria;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
14530;observation (like obvious taxonomical traits);Hornungia petraea;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
14558;observation (like obvious taxonomical traits);Isatis tinctoria;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
14577;observation (like obvious taxonomical traits);Lobularia maritima;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
14597;observation (like obvious taxonomical traits);Matthiola sinuata;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
24916;observation (like obvious taxonomical traits);Stachys officinalis;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
24921;observation (like obvious taxonomical traits);Stachys palustris;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
24928;observation (like obvious taxonomical traits);Thymus serpyllum;Stem ascending to prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
24929;observation (like obvious taxonomical traits);Thymus pulegioides;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
24929;observation (like obvious taxonomical traits);Thymus pulegioides;Stem ascending to prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
25036;observation (like obvious taxonomical traits);Prunella laciniata;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
25674;observation (like obvious taxonomical traits);Malva sylvestris;Stem ascending to prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
25674;observation (like obvious taxonomical traits);Malva sylvestris;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
15334;observation (like obvious taxonomical traits);Viburnum lantana;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
15336;observation (like obvious taxonomical traits);Viburnum opulus;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
15356;observation (like obvious taxonomical traits);Lonicera xylosteum;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
15361;observation (like obvious taxonomical traits);Sambucus ebulus;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
15363;observation (like obvious taxonomical traits);Sambucus nigra;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
15364;observation (like obvious taxonomical traits);Sambucus racemosa;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
15368;observation (like obvious taxonomical traits);Lonicera caprifolium;Lianas and climbers;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
15385;observation (like obvious taxonomical traits);Lonicera periclymenum;Lianas and climbers;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
15394;observation (like obvious taxonomical traits);Linnaea borealis;Stem ascending to prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
15414;observation (like obvious taxonomical traits);Buddleja davidii;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
15423;observation (like obvious taxonomical traits);Callitriche platycarpa;Floating leaves, attached to the substrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
15423;observation (like obvious taxonomical traits);Callitriche platycarpa;Submerged, attached to the substrate;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
15423;observation (like obvious taxonomical traits);Callitriche platycarpa;Stem ascending to prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
15424;observation (like obvious taxonomical traits);Callitriche stagnalis;Floating leaves, attached to the substrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
15424;observation (like obvious taxonomical traits);Callitriche stagnalis;Submerged, attached to the substrate;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
15424;observation (like obvious taxonomical traits);Callitriche stagnalis;Stem ascending to prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
15431;observation (like obvious taxonomical traits);Callitriche truncata;Submerged, attached to the substrate;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
15440;observation (like obvious taxonomical traits);Callitriche brutia;Floating leaves, attached to the substrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
15440;observation (like obvious taxonomical traits);Callitriche brutia;Submerged, attached to the substrate;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
15440;observation (like obvious taxonomical traits);Callitriche brutia;Stem ascending to prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
15444;observation (like obvious taxonomical traits);Callitriche hamulata;Floating leaves, attached to the substrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
15444;observation (like obvious taxonomical traits);Callitriche hamulata;Submerged, attached to the substrate;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
15444;observation (like obvious taxonomical traits);Callitriche hamulata;Stem ascending to prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
28953;observation (like obvious taxonomical traits);Anagallis minima;Stem ascending to prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
28974;observation (like obvious taxonomical traits);Samolus valerandi;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
28980;observation (like obvious taxonomical traits);Lysimachia vulgaris;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
28981;observation (like obvious taxonomical traits);Primula vulgaris;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
29086;observation (like obvious taxonomical traits);Primula elatior;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
29153;observation (like obvious taxonomical traits);Sanguisorba minor;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
29160;observation (like obvious taxonomical traits);Sorbus anglica;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
29162;observation (like obvious taxonomical traits);Sorbus aucuparia;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
19544;observation (like obvious taxonomical traits);Erica ciliaris;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
19545;observation (like obvious taxonomical traits);Erica cinerea;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
19546;observation (like obvious taxonomical traits);Erica erigena;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
19554;observation (like obvious taxonomical traits);Erica mackaiana;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
19573;observation (like obvious taxonomical traits);Andromeda polifolia;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
