The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", pls_name "plant lifespan", pls_category1 "PLS 1", pls_category2 "PLS 2", ref_refname "reference", pls_genname "gen. plant life span", or_origrefname "original reference" FROM (SELECT case pls_category2id when 10 then 'Annuals' when 11 then 'Summer annuals' when 12 then 'Winter annuals' when 20 then 'Strict monocarpic bi-annuals and poly annuals' when 30 then 'Perennials' when 31 then 'Poly-annuals < 5 years (short-lived perennials)' when 32 then 'Poly-annuals 5-50 years (medium-lived perennials)' when 33 then 'Poly-annuals > 50 years (long-lived perennials)' else null end AS pls_category2, pls_category1, pls_name, sbs_sbsnumber, sbs_sbsname, ref_refname, pls_genname, or_origrefname FROM (SELECT case pls_category1id when 10 then 'Annuals' when 11 then 'Summer annuals' when 12 then 'Winter annuals' when 20 then 'Strict monocarpic bi-annuals and poly annuals' when 30 then 'Perennials' when 31 then 'Poly-annuals < 5 years (short-lived perennials)' when 32 then 'Poly-annuals 5-50 years (medium-lived perennials)' when 33 then 'Poly-annuals > 50 years (long-lived perennials)' else null end AS pls_category1, pls_name, sbs_sbsnumber, sbs_sbsname, pls_category2id, ref_refname, pls_genname, or_origrefname FROM (SELECT r_pls.pls_name, sbs.sbs_sbsnumber, sbs.sbs_sbsname, category1of20(top20of20categories(r_pls.pls_categoryid)) AS pls_category1id, category2of20(top20of20categories(r_pls.pls_categoryid)) AS pls_category2id, r_pls.ref_refname, r_pls.pls_genname, r_pls.or_origrefname FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT pls_orf.pls_sbsnumber, pls_orf.pls_name, pls_orf.pls_categoryid, r.ref_refname, pls_orf.pls_genname, pls_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT pls.pls_sbsnumber, pls.pls_name, pls.pls_categoryid, pls.pls_referenceid, pls.pls_genname, orf.or_origrefname FROM (SELECT sbsnumber AS pls_sbsnumber, plantlifespanname AS pls_name, plantlifespantypeid AS pls_categoryid, referenceid AS pls_referenceid, genplantlifespanname AS pls_genname, origreferenceid AS pls_origreferenceid FROM (SELECT sbsnumber, taxonid, referenceid, origreferenceid, batchid, p_comment, plantlifespantypeid, genplantlifespantypeid, plantlifespanname, genplantlifespanname, plantlifespanid
FROM
	(SELECT plantlifespanid, taxonid, referenceid, origreferenceid, batchid, p_comment, a.plantlifespantypeid, a.plantlifespantypename AS plantlifespanname, b.plantlifespantypename AS genplantlifespanname, b.plantlifespantypeid AS genplantlifespantypeid
	FROM
		(SELECT * FROM PLANTLIFESPAN NATURAL JOIN PLANTLIFESPANTYPE_LV) a
		JOIN
		PLANTLIFESPANTYPE_LV b
		ON a.plantlifespantypeid - MOD(a.plantlifespantypeid,10) = b.plantlifespantypeid
	)
	NATURAL JOIN
	TAXONTOSBSASSIGNMENT)) pls FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON pls.pls_origreferenceid = orf.or_origrefid) pls_orf ON r.ref_referenceid = pls_orf.pls_referenceid) r_pls ON sbs.sbs_sbsnumber = r_pls.pls_sbsnumber GROUP BY pls_name, sbs_sbsnumber, sbs_sbsname, ref_refname, pls_genname, or_origrefname)))
on Mon Oct 27 17:56:48 CET 2008 .

SBS name;SBS number;plant lifespan;PLS 1;PLS 2;reference;gen. plant life span;original reference
Erucastrum gallicum;13240;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Polunin, O.(1969): Flowers of Europe []
Erysimum odoratum;13255;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Tutin, T.G.(1964): Flora Europaea []
Cardamine flexuosa;13294;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
Hymenolobus procumbens;13394;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Tutin, T.G.(1964): Flora Europaea []
Alyssum alyssoides;13424;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Polunin, O.(1969): Flowers of Europe []
Teesdalia nudicaulis;13470;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Wehsarg, O. (1954): Ackerunkr‰uter. Biologie. Allgemeine Bek‰mpfung und Einzelbek‰mpfung []
Lepidium campestre;13495;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
Lepidium campestre;13495;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Wehsarg, O. (1954): Ackerunkr‰uter. Biologie. Allgemeine Bek‰mpfung und Einzelbek‰mpfung []
Raphanus raphanistrum;13549;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
Raphanus raphanistrum;13549;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Baskin, C. C. (1998): Seeds - Ecology, biogeography and evolution of dormancy and germination []
Hesperis tristis;13583;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Tutin, T.G.(1964): Flora Europaea []
Hesperis tristis;13583;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Braun, A.(1864): Flora der province brandenburg []
Conringia orientalis;13624;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Wehsarg, O. (1954): Ackerunkr‰uter. Biologie. Allgemeine Bek‰mpfung und Einzelbek‰mpfung []
Conringia orientalis;13624;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Polunin, O.(1969): Flowers of Europe []
Diplotaxis muralis;13634;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Erysimum crepidifolium;13679;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Liebenow, H. (1981): Giftpflanzen
Erysimum crepidifolium;13679;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Tutin, T.G.(1964): Flora Europaea []
Camelina microcarpa;13713;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Wehsarg, O. (1954): Ackerunkr‰uter. Biologie. Allgemeine Bek‰mpfung und Einzelbek‰mpfung []
Arabidopsis suecica;13762;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Thlaspi arvense;13825;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
Thlaspi arvense;13825;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Wehsarg, O. (1954): Ackerunkr‰uter. Biologie. Allgemeine Bek‰mpfung und Einzelbek‰mpfung []
Rorippa islandica;13905;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
Rorippa islandica;13905;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Mulligan, G. A. (1973): Color, brightness, and other floral characteristics attracting insects to the blossoms of some Canadian weeds. [51]
Sisymbrium loeselii;13930;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Wydler, H. (1860): Kleinere Beitr‰ge zur Kenntnis einheimischer Gew‰chse.
Hesperis matronalis;14004;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Hesperis matronalis;14004;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Braun, A.(1864): Flora der province brandenburg []
Hesperis sylvestris;14009;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Tutin, T.G.(1964): Flora Europaea []
Draba muralis;14065;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Baskin, C. C. (1998): Seeds - Ecology, biogeography and evolution of dormancy and germination []
Erophila verna;14075;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Wehsarg, O. (1954): Ackerunkr‰uter. Biologie. Allgemeine Bek‰mpfung und Einzelbek‰mpfung []
Erophila verna s. praecox;14082;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Tutin, T.G.(1964): Flora Europaea []
Erysimum cheiranthoides;14097;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Wehsarg, O. (1954): Ackerunkr‰uter. Biologie. Allgemeine Bek‰mpfung und Einzelbek‰mpfung []
Erysimum marschallianum;14107;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Tutin, T.G.(1964): Flora Europaea []
Coronopus squamatus;14154;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Tutin, T.G.(1964): Flora Europaea []
Brassica napus;14206;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Liebenow, H. (1981): Giftpflanzen
Brassica oleracea;14208;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Liebenow, H. (1981): Giftpflanzen
Brassica oleracea;14208;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Braun, A.(1864): Flora der province brandenburg []
Arabis sagittata;14273;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Arabis serpillifolia;14275;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Tutin, T.G.(1964): Flora Europaea []
Barbarea vulgaris;14291;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Berteroa incana;14292;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Braun, A.(1864): Flora der province brandenburg []
Barbarea stricta;14378;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Barbarea stricta;14378;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Braun, A.(1864): Flora der province brandenburg []
Bunias orientalis;14415;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Braun, A.(1864): Flora der province brandenburg []
Crambe maritima;14463;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Polunin, O.(1969): Flowers of Europe []
Erophila verna s. spathulata;14494;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Tutin, T.G.(1964): Flora Europaea []
Erysimum cuspidatum;14502;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Tutin, T.G.(1964): Flora Europaea []
Isatis tinctoria;14558;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Isatis tinctoria;14558;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Rorippa palustris;14626;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Thlaspi perfoliatum;14669;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Wehsarg, O. (1954): Ackerunkr‰uter. Biologie. Allgemeine Bek‰mpfung und Einzelbek‰mpfung []
Jasione montana;14880;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Wehsarg, O. (1954): Ackerunkr‰uter. Biologie. Allgemeine Bek‰mpfung und Einzelbek‰mpfung []
Campanula sibirica;15030;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Tutin, T.G.(1964): Flora Europaea []
Campanula sibirica;15030;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Braun, A.(1864): Flora der province brandenburg []
Campanula rapunculus;15083;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Campanula rapunculus;15083;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Braun, A.(1864): Flora der province brandenburg []
Campanula patula;15092;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Campanula patula;15092;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Braun, A.(1864): Flora der province brandenburg []
Campanula persicifolia;15103;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Tamm, A.(2002): Classifying clonal growth forms based on vegetative mobility and ramet longevity: a whole community analysis[(15)]
Campanula medium;15116;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Tutin, T.G.(1964): Flora Europaea []
Campanula medium;15116;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Braun, A.(1864): Flora der province brandenburg []
Campanula cervicaria;15224;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Tutin, T.G.(1964): Flora Europaea []
Cerastium semidecandrum;15651;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Wehsarg, O. (1954): Ackerunkr‰uter. Biologie. Allgemeine Bek‰mpfung und Einzelbek‰mpfung []
Silene dichotoma;15776;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Wehsarg, O. (1954): Ackerunkr‰uter. Biologie. Allgemeine Bek‰mpfung und Einzelbek‰mpfung []
Dianthus armeria;16115;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
