The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", dtlv_name "dispersal type", dvlv_name "dispersal vector", dvglv_genname "gen. dispersal vector", dglv_genname "gen. dispersal type", byc_avgsingle "BYC avg. float. cap. (sv) [%]" FROM (SELECT ROUND(AVG(byc_singlevalue),2) AS byc_avgsingle, sbs_sbsnumber, sbs_sbsname, dtlv_name, dvlv_name, dvglv_genname, dglv_genname FROM (SELECT case when byc_median is not null then byc_median when byc_mean is not null then byc_mean when byc_minimum is not null and byc_maximum is not null then (byc_minimum + byc_maximum) / 2 when byc_minimum is not null then byc_minimum when byc_maximum is not null then byc_maximum else null end AS byc_singlevalue, sbs_sbsnumber, sbs_sbsname, dtlv_name, dvlv_name, dvglv_genname, dglv_genname FROM (SELECT sbs_dis.sbs_sbsnumber, sbs_dis.sbs_sbsname, sbs_dis.dtlv_name, sbs_dis.dvlv_name, sbs_dis.dvglv_genname, sbs_dis.dglv_genname, byc.byc_median, byc.byc_mean, byc.byc_minimum, byc.byc_maximum FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, dis_dtlv.dtlv_name, dis_dtlv.dvlv_name, dis_dtlv.dvglv_genname, dis_dtlv.dglv_genname FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs LEFT JOIN (SELECT dis_dvlv.dis_sbsnumber, dtlv.dtlv_name, dis_dvlv.dvlv_name, dis_dvlv.dvglv_genname, dis_dvlv.dglv_genname FROM (SELECT dis_dvglv.dis_sbsnumber, dis_dvglv.dis_dtid, dvlv.dvlv_name, dis_dvglv.dvglv_genname, dis_dvglv.dglv_genname FROM (SELECT dis_dtglv.dis_sbsnumber, dis_dtglv.dis_dtid, dis_dtglv.dis_dvid, dvglv.dvglv_genname, dis_dtglv.dglv_genname FROM (SELECT dis.dis_sbsnumber, dis.dis_dtid, dis.dis_dvid, dis.dis_gendvid, dtglv.dglv_genname FROM (SELECT sbsnumber AS dis_sbsnumber, dispersaltypeid AS dis_dtid, dispersalvectorid AS dis_dvid, gendispvectorid AS dis_gendvid, gendisptypeid AS dis_gendtid FROM (SELECT sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, p_comment, dispersalunitid, dispersaltypeid, dispersalvectorid, dispersalunitid - mod(dispersalunitid,10) as gendispunitid, dispersaltypeid - mod(dispersaltypeid,10) as gendisptypeid, dispersalvectorid - mod(dispersalvectorid,100) as gendispvectorid, created_when, updated_when, valid, validsince, validuntil, ledaid, dispersalid FROM dispersal NATURAL JOIN taxontosbsassignment)) dis FULL JOIN (SELECT dispersaltypeid AS dglv_genid, dispersaltypename AS dglv_genname FROM (select dispersaltypeid, dispersaltypename, generaliseddispersaltype, explanation, case when lddid = 0 then 'no' when lddid = 1 then 'yes' else 'unknown' end as dispersaltypelddpotential from dispersaltype_lv)) dtglv ON dis.dis_gendtid = dtglv.dglv_genid) dis_dtglv FULL JOIN (SELECT dispersalvectorid AS dvglv_genid, dispersalvectorname AS dvglv_genname FROM (select dispersalvectorid, dispersalvectorname, longdistancedispersal from dispersalvector_lv)) dvglv ON dis_dtglv.dis_gendvid = dvglv.dvglv_genid) dis_dvglv FULL JOIN (SELECT dispersalvectorid AS dvlv_id, dispersalvectorname AS dvlv_name FROM (select dispersalvectorid, dispersalvectorname, case when longdistancedispersal = 1 then 'yes' when longdistancedispersal = 0 then 'no' else 'unknown' end as longdistancedispersal from dispersalvector_lv)) dvlv ON dis_dvglv.dis_dvid = dvlv.dvlv_id) dis_dvlv FULL JOIN (SELECT dispersaltypeid AS dtlv_id, dispersaltypename AS dtlv_name FROM (select dispersaltypeid, dispersaltypename, generaliseddispersaltype, explanation, case when lddid = 0 then 'no' when lddid = 1 then 'yes' else 'unknown' end as dispersaltypelddpotential from dispersaltype_lv)) dtlv ON dis_dvlv.dis_dtid = dtlv.dtlv_id) dis_dtlv ON sbs.sbs_sbsnumber = dis_dtlv.dis_sbsnumber) sbs_dis LEFT JOIN (SELECT sbsnumber AS byc_sbsnumber, median AS byc_median, mean AS byc_mean, minimum AS byc_minimum, maximum AS byc_maximum, valid AS byc_valid FROM (select SBSNUMBER, DISPERSALMEASUREMENTID, TIMESTEPMINUTES, TIMESTEPINTERVAL || ' - ' || TIMESTEPNAME AS TIMESTEPCODEANDNAME, N, REPLICATES, MEAN, MEDIAN, MINIMUM, MAXIMUM, STDDEVIATION, STDERROR, P_COMMENT, CREATED_WHEN, UPDATED_WHEN, BATCHID, UPDATEDWHO, REFERENCEID, METHODID, TAXONID, ORIGREFERENCEID, HABITATTYPEID, GEOREFID, VALID, VALIDSINCE, VALIDUNTIL, LEDAID, DISPERSALID, DISPERSALPOTENTIAL, ORIGINALDISPERSALVECTORVALUE, DISPERSALVECTORID, dispersalvectorid - mod(dispersalvectorid,100) as gendispvectorid, DISPERSALTYPEID, dispersaltypeid - mod(dispersaltypeid,10) as gendisptypeid,
DISPERSALUNITID, dispersalunitid - mod(dispersalunitid,10) as gendispersalunitid from timestep_lv natural right join (SELECT SBSNUMBER, DISPERSALMEASUREMENTID, TIMESTEPINMINUTES as timestepminutes, N, REPLICATES, MEAN, MEDIAN, MINIMUM, MAXIMUM, STDDEVIATION, STDERROR, P_COMMENT, CREATED_WHEN, UPDATED_WHEN, BATCHID, UPDATEDWHO, REFERENCEID, METHODID, TAXONID, ORIGREFERENCEID, HABITATTYPEID, GEOREFID, VALID, VALIDSINCE, VALIDUNTIL, LEDAID, DISPERSALID, DISPERSALPOTENTIAL, ORIGINALDISPERSALVECTORVALUE, DISPERSALVECTORID, ORIGINALDISPERSALTYPEVALUE, DISPERSALTYPEID, DISPERSALUNITID FROM buoyancy_dispersal natural join taxontosbsassignment)
 WHERE valid IN (-2, 1, 2, -8, 2, -8))) byc ON sbs_dis.sbs_sbsnumber = byc.byc_sbsnumber)) GROUP BY sbs_sbsnumber, sbs_sbsname, dtlv_name, dvlv_name, dvglv_genname, dglv_genname) ORDER BY sbs_sbsname
on Fri Feb 05 10:05:29 CET 2010 .

SBS name;SBS number;dispersal type;dispersal vector;gen. dispersal vector;gen. dispersal type;BYC avg. float. cap. (sv) [%]
Cuscuta epithymum;18799;endozoochor;   mammal;big mammal in the wild;zoochor;
Cuscuta epithymum;18799;endozoochor;   pet;domestic animal;zoochor;
Cuscuta epithymum;18799;endozoochor;   rabbit;big mammal in the wild;zoochor;
Cuscuta epithymum;18799;endozoochor;bird;bird;zoochor;
Cuscuta epithymum;18799;epizoochor;;;zoochor;
Cuscuta epithymum;18799;nautochor;;;nautochor;
Cuscuta epithymum;18799;speirochor;;;hemerochor;
Cuscuta europaea;18822;endozoochor;   goat;domestic animal;zoochor;50
Cuscuta europaea;18822;nautochor;water;water;nautochor;50
Cuscuta europaea;18822;nautochor;;;nautochor;50
Cuscuta gronovii;18827;nautochor;   shaken fresh water;water;nautochor;25.43
Cuscuta gronovii;18827;nautochor;;;nautochor;25.43
Cuscuta lupuliformis;18833;nautochor;   shaken fresh water;water;nautochor;77.43
Cuscuta lupuliformis;18833;nautochor;;;nautochor;77.43
Cuscuta suaveolens Ser.;18803;speirochor;;;hemerochor;
Cutandia maritima;40975;;;;;
Cyclamen balearicum;28972;;;;;
Cyclamen coum;28849;;;;;
Cyclamen graecum;29071;;;;;
Cyclamen hederifolium;29065;;;;;
Cyclamen purpurascens;28878;dysochor;   ant;invertebrates;zoochor;
Cyclamen repandum;28899;;;;;
Cycloloma atriplicifolia;17794;;;;;
Cydonia oblonga;30948;endozoochor;bird;bird;zoochor;
Cymbalaria aequitriloba;33218;;;;;
Cymbalaria hepaticifolia;33659;;;;;
Cymbalaria muralis;33224;autochor;;;autochor;
Cymbalaria muralis;33224;blastochor;;;autochor;
Cymbalaria muralis;33224;boleochor;;;autochor;
Cymbalaria muralis;33224;ethelochor;   commerce;man;hemerochor;
Cymbalaria pallida;33229;;;;;
Cymodocea nodosa;43847;;;;;
Cynanchum acutum;2556;;;;;
Cynara cardunculus;4453;;;;;
Cynara scolymus;4609;;;;;
Cynodon dactylon;41221;agochor;   car or other vehicle;man;hemerochor;
Cynodon dactylon;41221;agochor;;;hemerochor;
Cynodon dactylon;41221;endozoochor;domestic animal;domestic animal;zoochor;
Cynodon dactylon;41221;epizoochor;;;zoochor;
Cynodon dactylon;41221;meteorochor;;;meteorochor;
Cynodon dactylon;41221;speirochor;   seed contamination;man;hemerochor;
Cynodon dactylon;41221;speirochor;;;hemerochor;
Cynoglossum columnae;12506;;;;;
Cynoglossum creticum;12508;;;;;
Cynoglossum dioscoridis;12510;;;;;
Cynoglossum germanicum;12512;epizoochor;;;zoochor;
Cynoglossum glochidiatum;12514;;;;;
Cynoglossum hungaricum;12515;;;;;
Cynoglossum officinale;12519;epizoochor;   bighorn;big game;zoochor;50
Cynoglossum officinale;12519;epizoochor;   cattle;domestic animal;zoochor;50
Cynoglossum officinale;12519;epizoochor;   deer;big game;zoochor;50
Cynoglossum officinale;12519;epizoochor;   donkey;domestic animal;zoochor;50
Cynoglossum officinale;12519;epizoochor;   horse;domestic animal;zoochor;50
Cynoglossum officinale;12519;epizoochor;   sheep-dummy;man;zoochor;50
Cynoglossum officinale;12519;epizoochor;   wild boar;big game;zoochor;50
Cynoglossum officinale;12519;epizoochor;;;zoochor;50
Cynoglossum officinale;12519;ethelochor;   commerce;man;hemerochor;50
Cynoglossum officinale;12519;nautochor;water;water;nautochor;50
Cynomorium coccineum;11755;;;;;
Cynosurus cristatus;40659;agochor;   car or other vehicle;man;hemerochor;50
Cynosurus cristatus;40659;agochor;   hay making machinery;man;hemerochor;50
Cynosurus cristatus;40659;boleochor;;;autochor;50
Cynosurus cristatus;40659;dysochor;bird;bird;zoochor;50
Cynosurus cristatus;40659;endozoochor;   cattle;domestic animal;zoochor;50
Cynosurus cristatus;40659;endozoochor;   sheep;domestic animal;zoochor;50
Cynosurus cristatus;40659;endozoochor;domestic animal;domestic animal;zoochor;50
Cynosurus cristatus;40659;epizoochor;   sheep;domestic animal;zoochor;50
Cynosurus cristatus;40659;epizoochor;;;zoochor;50
Cynosurus cristatus;40659;ethelochor;;;hemerochor;50
Cynosurus cristatus;40659;meteorochor;;;meteorochor;50
Cynosurus cristatus;40659;nautochor;water;water;nautochor;50
Cynosurus cristatus;40659;nautochor;;;nautochor;50
Cynosurus cristatus;40659;speirochor;;;hemerochor;50
Cynosurus echinatus;41222;epizoochor;;;zoochor;
Cynosurus echinatus;41222;meteorochor;;;meteorochor;
Cynosurus echinatus;41222;speirochor;;;hemerochor;
Cyperus alternifolius;37191;;;;;
Cyperus capitatus;37194;;;;;
Cyperus congestus;37198;;;;;
Cyperus difformis;37199;;;;;
Cyperus eragrostis;37597;;;;;
Cyperus esculentus;37201;agochor;   car or other vehicle;man;hemerochor;
Cyperus esculentus;37201;nautochor;;;nautochor;
Cyperus esculentus;37201;speirochor;   seed contamination;man;hemerochor;
Cyperus flavescens;37602;agochor;   car or other vehicle;man;hemerochor;99.14
Cyperus flavescens;37602;boleochor;;;autochor;99.14
Cyperus flavescens;37602;epizoochor;;;zoochor;99.14
Cyperus flavescens;37602;nautochor;   shaken fresh water;water;nautochor;99.14
Cyperus fuscus;37606;agochor;   car or other vehicle;man;hemerochor;99.89
Cyperus fuscus;37606;boleochor;;;autochor;99.89
Cyperus fuscus;37606;epizoochor;;;zoochor;99.89
Cyperus fuscus;37606;nautochor;   shaken fresh water;water;nautochor;99.89
Cyperus fuscus;37606;nautochor;;;nautochor;99.89
Cyperus glaber;37208;;;;;
Cyperus glomeratus;37609;;;;;
Cyperus longus;37214;;;;;
Cyperus michelianus;37621;epizoochor;;;zoochor;
Cyperus pannonicus;37626;;;;;
Cyperus rotundus;37223;;;;;
Cyperus serotinus;37630;;;;;
Cypripedium calceolus;39484;ethelochor;;;hemerochor;
Cypripedium guttatum;39487;;;;;
Cypripedium macranthos;39488;;;;;
Cyrtomium falcatum;324;;;;;
Cyrtomium fortunei;44525;;;;;
Cystopteris alpina;44510;;;;;
Cystopteris diaphana;44512;;;;;
Cystopteris dickieana;42;;;;;
Cystopteris fragilis;43;;;;;
Cystopteris montana;47;;;;;
Cystopteris sudetica;48;;;;;
Cytisus ardoinii;22335;;;;;
Cytisus decumbens;22339;;;;;
Cytisus multiflorus;21704;;;;;
Cytisus oromediterraneus;59690;;;;;
Cytisus procumbens;20928;;;;;
Cytisus pseudoprocumbens;22342;;;;;
Cytisus sauzeanus;20932;;;;;
Cytisus scoparius;21757;autochor;;;autochor;50
Cytisus scoparius;21757;ballochor;;;autochor;50
Cytisus scoparius;21757;dysochor;   ant;invertebrates;zoochor;50
Cytisus scoparius;21757;dysochor;bird;bird;zoochor;50
Cytisus scoparius;21757;endozoochor;   sheep;domestic animal;zoochor;50
Cytisus scoparius;21757;ethelochor;;;hemerochor;50
Cytisus scoparius;21757;nautochor;water;water;nautochor;50
Cytisus scoparius subsp. maritimus;22343;;;;;
Cytisus sessilifolius;20935;;;;;
Cytisus striatus;19707;;;;;
Cytisus villosus;19710;;;;;
Daboecia cantabrica;19536;;;;;
Dactylis glomerata;40290;agochor;   car or other vehicle;man;hemerochor;36.67
Dactylis glomerata;40290;agochor;   hay making machinery;man;hemerochor;36.67
Dactylis glomerata;40290;agochor;;;hemerochor;36.67
Dactylis glomerata;40290;boleochor;;;autochor;36.67
Dactylis glomerata;40290;endozoochor;   cattle;domestic animal;zoochor;36.67
Dactylis glomerata;40290;endozoochor;   deer;big game;zoochor;36.67
Dactylis glomerata;40290;endozoochor;domestic animal;domestic animal;zoochor;36.67
Dactylis glomerata;40290;endozoochor;;;zoochor;36.67
Dactylis glomerata;40290;epizoochor;   pig;domestic animal;zoochor;36.67
Dactylis glomerata;40290;epizoochor;   sheep;domestic animal;zoochor;36.67
Dactylis glomerata;40290;epizoochor;;;zoochor;36.67
Dactylis glomerata;40290;ethelochor;;;hemerochor;36.67
Dactylis glomerata;40290;meteorochor;;;meteorochor;36.67
Dactylis glomerata;40290;nautochor;   shaken fresh water;water;nautochor;36.67
Dactylis glomerata;40290;nautochor;water;water;nautochor;36.67
Dactylis glomerata;40290;speirochor;;;hemerochor;36.67
Dactylis glomerata subsp. aschersoniana;41223;;;;;
Dactylis hispanica;66995;;;;;
Dactyloctenium aegyptium;41716;;;;;
Dactylorhiza baltica;39490;;;;;
Dactylorhiza cordigera;39495;;;;;
Dactylorhiza fuchsii;39508;meteorochor;;;meteorochor;
Dactylorhiza incarnata;39515;meteorochor;;;meteorochor;50
Dactylorhiza incarnata;39515;nautochor;water;water;nautochor;50
Dactylorhiza incarnata;39515;nautochor;;;nautochor;50
Dactylorhiza incarnata s. cruenta;39519;;;;;
Dactylorhiza incarnata subsp. ochroleuca;39839;;;;;
Dactylorhiza maculata;39506;meteorochor;;;meteorochor;50
Dactylorhiza maculata;39506;nautochor;water;water;nautochor;50
Dactylorhiza maculata;39506;nautochor;;;nautochor;50
Dactylorhiza maculata subsp. maculata;39530;meteorochor;;;meteorochor;
Dactylorhiza maculata subsp. maculata;39530;nautochor;;;nautochor;
Dactylorhiza majalis;39838;agochor;   hay making machinery;man;hemerochor;98
Dactylorhiza majalis;39838;meteorochor;;;meteorochor;98
Dactylorhiza majalis;39838;nautochor;   standing fresh water;water;nautochor;98
Dactylorhiza majalis;39838;nautochor;;;nautochor;98
Dactylorhiza majalis s. praetermissa;39843;ethelochor;   commerce;man;hemerochor;
Dactylorhiza majalis s. praetermissa;39843;meteorochor;;;meteorochor;
Dactylorhiza majalis subsp. alpestris;39547;;;;;
Dactylorhiza majalis subsp. purpurella;39846;;;;;
Dactylorhiza pseudocordigera;39559;;;;;
Dactylorhiza russowii;39563;;;;;
Dactylorhiza saccifera;39910;;;;;
Dactylorhiza sambucina;39567;meteorochor;;;meteorochor;
Dactylorhiza sphagnicola;50029;meteorochor;;;meteorochor;
Dactylorhiza traunsteineri;39579;meteorochor;;;meteorochor;
Dactylorhiza traunsteineri s. lapponica;39600;;;;;
Dactylorhiza traunsteineri subsp. traunsteineri;39923;;;;;
Damasonium alisma;35641;;;;;
Danthonia alpina;40663;;;;;
Danthonia decumbens;42203;blastochor;;;autochor;50
Danthonia decumbens;42203;dysochor;   ant;invertebrates;zoochor;50
Danthonia decumbens;42203;endozoochor;   cattle;domestic animal;zoochor;50
Danthonia decumbens;42203;endozoochor;   sheep;domestic animal;zoochor;50
Danthonia decumbens;42203;endozoochor;domestic animal;domestic animal;zoochor;50
Danthonia decumbens;42203;nautochor;water;water;nautochor;50
Daphne alpina;34618;dysochor;   ant;invertebrates;zoochor;
Daphne arbuscula;34620;endozoochor;bird;bird;zoochor;
Daphne cneorum;34621;dysochor;   ant;invertebrates;zoochor;
Daphne cneorum;34621;endozoochor;bird;bird;zoochor;
Daphne gnidium;34596;;;;;
Daphne laureola;34606;dysochor;   ant;invertebrates;zoochor;
Daphne laureola;34606;dysochor;bird;bird;zoochor;
Daphne laureola;34606;endozoochor;bird;bird;zoochor;
Daphne laureola;34606;endozoochor;;;zoochor;
Daphne laureola;34606;ethelochor;   commerce;man;hemerochor;
Daphne mezereum;34610;dysochor;bird;bird;zoochor;
Daphne mezereum;34610;endozoochor;bird;bird;zoochor;
Daphne mezereum;34610;endozoochor;;;zoochor;
Daphne mezereum;34610;ethelochor;;;hemerochor;
Daphne oleoides;34616;;;;;
Daphne striata;34565;dysochor;   ant;invertebrates;zoochor;
Daphne striata;34565;ethelochor;;;hemerochor;
Darmera peltata;46162;;;;;
Dasypyrum villosum;41230;;;;;
Datura ferox;35049;;;;;
Datura innoxia;34991;;;;;
Datura stramonium;34907;agochor;;;hemerochor;
Datura stramonium;34907;boleochor;;;autochor;
Datura stramonium;34907;ethelochor;   commerce;man;hemerochor;
Datura stramonium;34907;speirochor;;;hemerochor;
Daucus aureus;2263;;;;;
Daucus carota;1358;agochor;   car or other vehicle;man;hemerochor;62.5
Daucus carota;1358;boleochor;;;autochor;62.5
Daucus carota;1358;dysochor;bird;bird;zoochor;62.5
Daucus carota;1358;endozoochor;   horse;domestic animal;zoochor;62.5
Daucus carota;1358;endozoochor;domestic animal;domestic animal;zoochor;62.5
Daucus carota;1358;endozoochor;;;zoochor;62.5
Daucus carota;1358;epizoochor;   cattle;domestic animal;zoochor;62.5
Daucus carota;1358;epizoochor;   mouse;small mammal in the wild;zoochor;62.5
Daucus carota;1358;epizoochor;   pig;domestic animal;zoochor;62.5
Daucus carota;1358;epizoochor;   sheep;domestic animal;zoochor;62.5
Daucus carota;1358;epizoochor;;;zoochor;62.5
Daucus carota;1358;ethelochor;   commerce;man;hemerochor;62.5
Daucus carota;1358;nautochor;   shaken fresh water;water;nautochor;62.5
Daucus carota;1358;nautochor;water;water;nautochor;62.5
Daucus carota;1358;speirochor;;;hemerochor;62.5
Daucus carota;1358;zoochor;   beetle larva;invertebrates;zoochor;62.5
Daucus carota;1358;zoochor;;;zoochor;62.5
Daucus carota subsp. sativus;1782;boleochor;;;autochor;
Daucus carota subsp. sativus;1782;epizoochor;;;zoochor;
Daucus muricatus;1792;;;;;
Davallia canariensis;193;;;;;
Delphinium dubium;27140;;;;;
Delphinium elatum;27141;boleochor;;;autochor;
Delphinium fissum;27029;;;;;
Delphinium halteratum subsp. verdunense;45362;;;;;
Delphinium oxysepalum;27162;;;;;
Delphinium staphisagria;27176;;;;;
Dendranthema indicum;5348;;;;;
Dendranthema zawadskii;3887;;;;;
Deparia petersenii;44506;;;;;
Deschampsia cespitosa;40299;agochor;   car or other vehicle;man;hemerochor;88.75
Deschampsia cespitosa;40299;agochor;   hay making machinery;man;hemerochor;88.75
Deschampsia cespitosa;40299;endozoochor;   deer;big game;zoochor;88.75
Deschampsia cespitosa;40299;endozoochor;;;zoochor;88.75
Deschampsia cespitosa;40299;nautochor;   shaken fresh water;water;nautochor;88.75
Deschampsia cespitosa;40299;nautochor;water;water;nautochor;88.75
Deschampsia cespitosa s. alpina;40298;agochor;   car or other vehicle;man;hemerochor;
Deschampsia cespitosa s. alpina;40298;agochor;;;hemerochor;
Deschampsia cespitosa s. alpina;40298;endozoochor;   cattle;domestic animal;zoochor;
Deschampsia cespitosa s. alpina;40298;endozoochor;   horse;domestic animal;zoochor;
Deschampsia cespitosa s. alpina;40298;epizoochor;   clothes and footwear;man;zoochor;
Deschampsia cespitosa s. alpina;40298;epizoochor;   pig;domestic animal;zoochor;
Deschampsia cespitosa s. alpina;40298;epizoochor;;;zoochor;
Deschampsia cespitosa s. alpina;40298;ethelochor;;;hemerochor;
Deschampsia cespitosa s. alpina;40298;meteorochor;;;meteorochor;
Deschampsia cespitosa s. alpina;40298;nautochor;;;nautochor;
Deschampsia cespitosa s. alpina;40298;speirochor;;;hemerochor;
Deschampsia cespitosa s. cespitosa;41497;;;;;
Deschampsia cespitosa subsp. borealis;40670;;;;;
Deschampsia cespitosa subsp. bottnica;40300;;;;;
Deschampsia cespitosa subsp. paludosa;41235;;;;;
Deschampsia flexuosa;41982;endozoochor;domestic animal;domestic animal;zoochor;86.81
Deschampsia flexuosa;41982;endozoochor;;;zoochor;86.81
Deschampsia flexuosa;41982;epizoochor;   cattle;domestic animal;zoochor;86.81
Deschampsia flexuosa;41982;epizoochor;   sheep;domestic animal;zoochor;86.81
Deschampsia flexuosa;41982;epizoochor;domestic animal;domestic animal;zoochor;86.81
Deschampsia flexuosa;41982;epizoochor;;;zoochor;86.81
Deschampsia flexuosa;41982;nautochor;   shaken fresh water;water;nautochor;86.81
Deschampsia flexuosa;41982;nautochor;water;water;nautochor;86.81
Deschampsia littoralis;42211;;;;;
Deschampsia media;40981;;;;;
Deschampsia setacea;40982;epizoochor;;;zoochor;99.24
Deschampsia setacea;40982;nautochor;   shaken fresh water;water;nautochor;99.24
Descurainia sophia;13207;agochor;;;hemerochor;
Descurainia sophia;13207;boleochor;;;autochor;
Descurainia sophia;13207;endozoochor;   cattle;domestic animal;zoochor;
Descurainia sophia;13207;endozoochor;domestic animal;domestic animal;zoochor;
Descurainia sophia;13207;speirochor;   seed contamination;man;hemerochor;
Desmazeria marina;40983;;;;;
Desmazeria rigida;40985;;;;;
Deutzia scabra;23111;;;;;
Dianthus alpinus;16444;;;;;
Dianthus arenarius;16445;boleochor;;;autochor;
Dianthus arenarius;16445;ethelochor;   commerce;man;hemerochor;
Dianthus armeria;16115;boleochor;;;autochor;
Dianthus armeria;16115;ethelochor;   commerce;man;hemerochor;
Dianthus barbatus;16451;boleochor;;;autochor;
Dianthus barbatus;16451;ethelochor;   commerce;man;hemerochor;
Dianthus borbasii;16454;;;;;
Dianthus campestris;16116;;;;;
Dianthus carthusianorum;16880;ballochor;;;autochor;
Dianthus carthusianorum;16880;boleochor;;;autochor;
Dianthus carthusianorum;16880;chamaechor;;;other;
Dianthus carthusianorum;16880;epizoochor;   clothes and footwear;man;zoochor;
Dianthus carthusianorum;16880;ethelochor;;;hemerochor;
Dianthus carthusianorum;16880;meteorochor;;;meteorochor;
Dianthus caryophyllus;15721;boleochor;;;autochor;
Dianthus collinus;16883;;;;;
Dianthus deltoides;16129;boleochor;;;autochor;50
Dianthus deltoides;16129;ethelochor;   commerce;man;hemerochor;50
Dianthus deltoides;16129;ethelochor;;;hemerochor;50
Dianthus deltoides;16129;nautochor;water;water;nautochor;50
Dianthus ferrugineus;16949;;;;;
Dianthus ferrugineus subsp. ferrugineus;16462;;;;;
Dianthus fischeri;17399;;;;;
Dianthus furcatus subsp. geminiflorus;17403;;;;;
Dianthus furcatus subsp. gyspergerae;16952;;;;;
Dianthus gallicus;15729;;;;;
Dianthus giganteiformis;17436;;;;;
Dianthus giganteiformis s. pontederae;45254;;;;;
Dianthus glacialis;16955;boleochor;;;autochor;
Dianthus glacialis;16955;ethelochor;;;hemerochor;
Dianthus graniticus;15733;;;;;
Dianthus gratianopolitanus;16472;;;;;
Dianthus membranaceus;15828;;;;;
Dianthus monspessulanus;16538;;;;;
Dianthus moravicus;45282;;;;;
Dianthus nitidus;17427;;;;;
Dianthus pavonius;16422;;;;;
Dianthus plumarius;16429;ethelochor;   commerce;man;hemerochor;
Dianthus pratensis;16096;;;;;
Dianthus pungens;16855;;;;;
Dianthus seguieri;16914;boleochor;;;autochor;66.86
Dianthus seguieri;16914;nautochor;   shaken fresh water;water;nautochor;66.86
Dianthus seguieri subsp. glaber;17174;;;;;
Dianthus serotinus;16177;;;;;
Dianthus subacaulis;16921;;;;;
Dianthus superbus;16439;boleochor;;;autochor;83.94
Dianthus superbus;16439;ethelochor;   commerce;man;hemerochor;83.94
Dianthus superbus;16439;ethelochor;;;hemerochor;83.94
Dianthus superbus;16439;nautochor;   shaken fresh water;water;nautochor;83.94
Dianthus superbus;16439;nautochor;water;water;nautochor;83.94
Dianthus sylvestris;16923;boleochor;;;autochor;
Dianthus versicolor;16931;;;;;
Diapensia lapponica;19591;;;;;
Dicentra eximia;45575;;;;;
Dicentra formosa;45574;;;;;
Dicentra spectabilis;25476;;;;;
Dichanthium ischaemum;41730;epizoochor;;;zoochor;
Dichondra micrantha;18807;;;;;
Dicksonia antarctica;44441;;;;;
Dictamnus albus;31688;autochor;;;autochor;
Dictamnus albus;31688;ballochor;;;autochor;
Digitalis ferruginea;34167;ethelochor;   commerce;man;hemerochor;
Digitalis grandiflora;33169;boleochor;;;autochor;
Digitalis grandiflora;33169;ethelochor;   commerce;man;hemerochor;
Digitalis grandiflora;33169;ethelochor;;;hemerochor;
Digitalis lanata;33171;;;;;
Digitalis lutea;33173;boleochor;;;autochor;
Digitalis lutea;33173;ethelochor;   commerce;man;hemerochor;
Digitalis lutea;33173;ethelochor;;;hemerochor;
Digitalis purpurea;33178;agochor;   car or other vehicle;man;hemerochor;50
Digitalis purpurea;33178;agochor;;;hemerochor;50
Digitalis purpurea;33178;epizoochor;   pig;domestic animal;zoochor;50
Digitalis purpurea;33178;ethelochor;   commerce;man;hemerochor;50
Digitalis purpurea;33178;ethelochor;;;hemerochor;50
Digitalis purpurea;33178;nautochor;water;water;nautochor;50
Digitaria ciliaris;41242;;;;;
Digitaria ischaemum;40681;agochor;   car or other vehicle;man;hemerochor;
Digitaria ischaemum;40681;agochor;;;hemerochor;
Digitaria ischaemum;40681;endozoochor;   deer;big game;zoochor;
Digitaria ischaemum;40681;endozoochor;domestic animal;domestic animal;zoochor;
Digitaria ischaemum;40681;epizoochor;;;zoochor;
Digitaria ischaemum;40681;speirochor;   seed contamination;man;hemerochor;
Digitaria sanguinalis;40683;agochor;   car or other vehicle;man;hemerochor;
Digitaria sanguinalis;40683;agochor;;;hemerochor;
Digitaria sanguinalis;40683;endozoochor;   deer;big game;zoochor;
Digitaria sanguinalis;40683;endozoochor;domestic animal;domestic animal;zoochor;
Digitaria sanguinalis;40683;epizoochor;;;zoochor;
Digitaria sanguinalis;40683;nautochor;;;nautochor;
Digitaria sanguinalis;40683;ombrochor;   erosion material;man;other;
Digitaria sanguinalis subsp. pectiniformis;61035;;;;;
Dipcadi serotinum;39101;;;;;
Diphasiastrum alpinum;44384;;;;;
Diphasiastrum complanatum;44372;meteorochor;;;meteorochor;
Diphasiastrum complanatum s. complanatum;44373;;;;;
Diphasiastrum complanatum s. issleri;44374;;;;;
Diphasiastrum complanatum s. zeilleri;44376;;;;;
Diphasiastrum tristachyum;44381;meteorochor;;;meteorochor;
Diplazium sibiricum;44503;;;;;
Diplotaxis catholica;12883;;;;;
Diplotaxis erucoides;13209;;;;;
Diplotaxis muralis;13634;agochor;   car or other vehicle;man;hemerochor;
Diplotaxis muralis;13634;boleochor;;;autochor;
Diplotaxis tenuifolia;14468;agochor;   car or other vehicle;man;hemerochor;
