The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", m_methodname "general method", dia_name "diaspore type", tv_singlevalue "single value [m/s]", tv_n "sample size", tvlv_name "TV specific method", sclv_name "measured with structures", tv_valid "valid", ref_refname "reference", tv_mean "mean TV [m/s]", tv_maximum "maximum TV [m/s]", tv_minimum "minimum TV [m/s]", tv_median "median TV [m/s]", tv_replicates "number of replicates", tv_comment "general comment", or_origrefname "original reference" FROM (SELECT case when tv_median is not null then tv_median when tv_mean is not null then tv_mean when tv_minimum is not null and tv_maximum is not null then (tv_minimum + tv_maximum) / 2 when tv_minimum is not null then tv_minimum when tv_maximum is not null then tv_maximum else null end AS tv_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, dia_name, tv_median, tv_mean, tv_minimum, tv_maximum, tv_n, tvlv_name, sclv_name, tv_valid, ref_refname, tv_replicates, tv_comment, or_origrefname, tv_sbsnumber FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, m_tv.m_methodname, m_tv.dia_name, m_tv.tv_median, m_tv.tv_mean, m_tv.tv_minimum, m_tv.tv_maximum, m_tv.tv_n, m_tv.tvlv_name, m_tv.sclv_name, m_tv.tv_valid, m_tv.ref_refname, m_tv.tv_replicates, m_tv.tv_comment, m_tv.or_origrefname, m_tv.tv_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT tv_dialv.tv_sbsnumber, m.m_methodname, tv_dialv.dia_name, tv_dialv.tv_median, tv_dialv.tv_mean, tv_dialv.tv_minimum, tv_dialv.tv_maximum, tv_dialv.tv_n, tv_dialv.tvlv_name, tv_dialv.sclv_name, tv_dialv.tv_valid, tv_dialv.ref_refname, tv_dialv.tv_replicates, tv_dialv.tv_comment, tv_dialv.or_origrefname FROM (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m JOIN (SELECT tv_tvlv.tv_sbsnumber, tv_tvlv.tv_methodid, dialv.dia_name, tv_tvlv.tv_median, tv_tvlv.tv_mean, tv_tvlv.tv_minimum, tv_tvlv.tv_maximum, tv_tvlv.tv_n, tv_tvlv.tvlv_name, tv_tvlv.sclv_name, tv_tvlv.tv_valid, tv_tvlv.ref_refname, tv_tvlv.tv_replicates, tv_tvlv.tv_comment, tv_tvlv.or_origrefname FROM (SELECT tv_sclv.tv_sbsnumber, tv_sclv.tv_methodid, tv_sclv.tv_diasporeid, tv_sclv.tv_median, tv_sclv.tv_mean, tv_sclv.tv_minimum, tv_sclv.tv_maximum, tv_sclv.tv_n, tvlv.tvlv_name, tv_sclv.sclv_name, tv_sclv.tv_valid, tv_sclv.ref_refname, tv_sclv.tv_replicates, tv_sclv.tv_comment, tv_sclv.or_origrefname FROM (SELECT r_tv.tv_sbsnumber, r_tv.tv_methodid, r_tv.tv_diasporeid, r_tv.tv_median, r_tv.tv_mean, r_tv.tv_minimum, r_tv.tv_maximum, r_tv.tv_n, r_tv.tv_specificmethodid, sclv.sclv_name, r_tv.tv_valid, r_tv.ref_refname, r_tv.tv_replicates, r_tv.tv_comment, r_tv.or_origrefname FROM (SELECT tv_orf.tv_sbsnumber, tv_orf.tv_methodid, tv_orf.tv_diasporeid, tv_orf.tv_median, tv_orf.tv_mean, tv_orf.tv_minimum, tv_orf.tv_maximum, tv_orf.tv_n, tv_orf.tv_specificmethodid, tv_orf.tv_structureid, tv_orf.tv_valid, r.ref_refname, tv_orf.tv_replicates, tv_orf.tv_comment, tv_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT tv.tv_sbsnumber, tv.tv_methodid, tv.tv_diasporeid, tv.tv_median, tv.tv_mean, tv.tv_minimum, tv.tv_maximum, tv.tv_n, tv.tv_specificmethodid, tv.tv_structureid, tv.tv_valid, tv.tv_referenceid, tv.tv_replicates, tv.tv_comment, orf.or_origrefname FROM (SELECT sbsnumber AS tv_sbsnumber, methodid AS tv_methodid, diasporemorphologyid AS tv_diasporeid, median AS tv_median, mean AS tv_mean, minimum AS tv_minimum, maximum AS tv_maximum, n AS tv_n, velocitymethodid AS tv_specificmethodid, structureid AS tv_structureid, valid AS tv_valid, referenceid AS tv_referenceid, replicates AS tv_replicates, p_comment AS tv_comment, origreferenceid AS tv_origreferenceid FROM (SELECT sbsnumber, taxonid, mean, median, minimum, maximum, stderror, stddeviation, n, replicates, created_when, updated_when, collectiondate, p_comment, methodid, referenceid, origreferenceid, habitattypeid, georefid, valid, validsince, validuntil, ledaid, batchid, velocitymethodid, structureid, diasporemorphologyid, terminalvelocityid FROM terminalvelocity natural join taxontosbsassignment WHERE valid IN (-2, 1, -1, 0, 2, -8, -4, -3, 2, -8))) tv FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON tv.tv_origreferenceid = orf.or_origrefid) tv_orf ON r.ref_referenceid = tv_orf.tv_referenceid) r_tv LEFT JOIN (SELECT structureid AS sclv_id, structurename AS sclv_name FROM (SELECT structureid, structurename from structure_lv)) sclv ON r_tv.tv_structureid = sclv.sclv_id) tv_sclv LEFT JOIN (SELECT velocitymethodid AS tvlv_id, velocitymethodname AS tvlv_name FROM (SELECT velocitymethodid, velocitymethodname from velocitymethod_lv)) tvlv ON tv_sclv.tv_specificmethodid = tvlv.tvlv_id) tv_tvlv LEFT JOIN (SELECT diasporemorphologyid AS dia_id, diasporemorphologyname AS dia_name FROM (select diasporemorphologyid, diasporemorphologycode, diasporemorphologyname from diasporemorphology_lv)) dialv ON tv_tvlv.tv_diasporeid = dialv.dia_id) tv_dialv ON m.m_methodid = tv_dialv.tv_methodid) m_tv ON sbs.sbs_sbsnumber = m_tv.tv_sbsnumber)) ORDER BY sbs_sbsname
on Fri Mar 14 16:39:55 CET 2008 .

SBS name;SBS number;general method;diaspore type;single value [m/s];sample size;TV specific method;measured with structures;valid;reference;mean TV [m/s];maximum TV [m/s];minimum TV [m/s];median TV [m/s];number of replicates;general comment;original reference
Calamagrostis stricta;40265;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.43;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.43;;;;;;
Calamagrostis stricta;40265;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.55;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.55;;;;;;
Calamagrostis stricta;40265;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.53;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.53;;;;;;
Calamagrostis stricta;40265;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.1;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.1;;;;;;
Calamagrostis stricta;40265;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.5;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.5;;;;;;
Calamagrostis stricta;40265;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.23;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.23;;;;;;
Calamagrostis stricta;40265;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.36;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.36;;;;;;
Calamagrostis stricta;40265;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.58;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.58;;;;;;
Calamagrostis varia;40967;actual measurement;one-seeded generative dispersule;.68;10;actual fall rate in still air;yes ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.68;.86;.36;;;;
Calendula arvensis;3677;actual measurement;one-seeded generative dispersule;3.18;5;actual fall rate in still air;no ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;3.18;3.91;2.5;;;;
Calendula arvensis;3677;actual measurement;one-seeded generative dispersule;3.36;10;actual fall rate in still air;no ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;3.36;4.1;2.5;;;;
Calendula arvensis;3677;actual measurement;one-seeded generative dispersule;3.54;5;actual fall rate in still air;no ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;3.54;4.1;3.16;;;;
Calendula officinalis;3991;actual measurement;one-seeded generative dispersule;3.89;10;actual fall rate in still air;no ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;3.89;;;;;;
Calla palustris;35879;actual measurement (following LEDA data standards);one-seeded generative dispersule;3.01;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;3.01;;;;;;
Calla palustris;35879;actual measurement (following LEDA data standards);one-seeded generative dispersule;3.05;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;3.05;;;;;;
Calla palustris;35879;actual measurement (following LEDA data standards);one-seeded generative dispersule;3.09;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;3.09;;;;;;
Calla palustris;35879;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.98;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.98;;;;;;
Calla palustris;35879;actual measurement (following LEDA data standards);one-seeded generative dispersule;4.03;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;4.03;;;;;;
Calla palustris;35879;actual measurement (following LEDA data standards);one-seeded generative dispersule;4.24;10;actual fall rate in still air;yes ;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;4.24;4.55;3.97;4.24;;Preaggregated data obtained from single record.;
Calla palustris;35879;actual measurement (following LEDA data standards);one-seeded generative dispersule;3.97;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;3.97;;;;;;
Calla palustris;35879;actual measurement (following LEDA data standards);one-seeded generative dispersule;3.97;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;3.97;;;;;;
Calla palustris;35879;actual measurement (following LEDA data standards);one-seeded generative dispersule;4.55;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;4.55;;;;;;
Calla palustris;35879;actual measurement (following LEDA data standards);one-seeded generative dispersule;4.24;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;4.24;;;;;;
Calla palustris;35879;actual measurement (following LEDA data standards);one-seeded generative dispersule;4.24;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;4.24;;;;;;
Calla palustris;35879;actual measurement (following LEDA data standards);one-seeded generative dispersule;4.46;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;4.46;;;;;;
Calla palustris;35879;actual measurement (following LEDA data standards);one-seeded generative dispersule;4.17;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;4.17;;;;;;
Calla palustris;35879;actual measurement (following LEDA data standards);one-seeded generative dispersule;4.55;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;4.55;;;;;;
Calla palustris;35879;actual measurement (following LEDA data standards);one-seeded generative dispersule;3.17;10;actual fall rate in still air;yes ;-2;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;3.19;3.62;2.98;3.17;;Preaggregated data obtained from single record.;
Calla palustris;35879;actual measurement (following LEDA data standards);one-seeded generative dispersule;4.24;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;4.24;;;;;;
Calla palustris;35879;actual measurement (following LEDA data standards);one-seeded generative dispersule;3.05;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;3.05;;;;;;
Calla palustris;35879;actual measurement (following LEDA data standards);one-seeded generative dispersule;3.62;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;3.62;;;;;;
Calla palustris;35879;actual measurement (following LEDA data standards);one-seeded generative dispersule;3.33;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;3.33;;;;;;
Calla palustris;35879;actual measurement (following LEDA data standards);one-seeded generative dispersule;3.25;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;3.25;;;;;;
Calla palustris;35879;actual measurement (following LEDA data standards);one-seeded generative dispersule;3.25;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;3.25;;;;;;
Calla palustris;35879;actual measurement (following LEDA data standards);one-seeded generative dispersule;3.25;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;3.25;;;;;;
Callitriche stagnalis;15424;actual measurement;one-seeded generative dispersule;1.13;10;actual fall rate in still air;no ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;1.13;1.4;.6;;;;
Calluna vulgaris;19587;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.47;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.47;;;;;;
Calluna vulgaris;19587;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.34;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.34;;;;;;
Calluna vulgaris;19587;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.34;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.34;;;;;;
Calluna vulgaris;19587;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.32;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.32;;;;;;
Calluna vulgaris;19587;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.26;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.26;;;;;;
Calluna vulgaris;19587;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.13;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.13;;;;;;
Calluna vulgaris;19587;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.35;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.35;;;;;;
Calluna vulgaris;19587;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.17;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.17;;;;;;
Calluna vulgaris;19587;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.47;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.47;;;;;;
Calluna vulgaris;19587;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.26;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.26;;;;;;
Calluna vulgaris;19587;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.33;10;actual fall rate in still air;yes ;-2;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.31;1.47;1.13;1.33;;Preaggregated data obtained from single record.;
Calluna vulgaris;19587;actual measurement;one-seeded generative dispersule;1.28;10;actual fall rate in still air;no ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;1.28;1.52;1.04;;;;
Calluna vulgaris;19587;actual measurement;one-seeded generative dispersule;1.14;10;actual fall rate in still air;no ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;1.14;1.24;1.03;;;;
Calluna vulgaris;19587;unknown;generative dispersule;1.14;1;unknown;yes ;1;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);1.14;;;;1;Bullock & Clarke (2000);
Calluna vulgaris;19587;unknown;generative dispersule;1.08;1;unknown;yes ;1;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);1.08;;;;1;Tackenberg (2001);
Caltha palustris;27293;actual measurement (following LEDA data standards);germinule;2.91;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;2.91;;;;;;
Caltha palustris;27293;actual measurement;one-seeded generative dispersule;3.16;10;actual fall rate in still air;no ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;3.16;3.38;2.84;;;;
Caltha palustris;27293;actual measurement (following LEDA data standards);germinule;2.69;10;actual fall rate in still air;no ;-2;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;2.76;3.13;2.5;2.69;;Preaggregated data obtained from single record.;
Caltha palustris;27293;actual measurement (following LEDA data standards);germinule;2.63;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;2.63;;;;;;
Caltha palustris;27293;actual measurement (following LEDA data standards);germinule;2.63;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;2.63;;;;;;
Caltha palustris;27293;actual measurement (following LEDA data standards);germinule;2.6;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;2.6;;;;;;
Caltha palustris;27293;actual measurement (following LEDA data standards);germinule;2.84;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;2.84;;;;;;
Caltha palustris;27293;actual measurement (following LEDA data standards);germinule;2.94;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;2.94;;;;;;
Caltha palustris;27293;actual measurement (following LEDA data standards);germinule;2.5;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;2.5;;;;;;
Caltha palustris;27293;actual measurement (following LEDA data standards);germinule;2.72;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;2.72;;;;;;
Caltha palustris;27293;actual measurement (following LEDA data standards);germinule;3.13;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;3.13;;;;;;
Caltha palustris;27293;actual measurement (following LEDA data standards);germinule;2.66;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;2.66;;;;;;
Calystegia sepium;18945;actual measurement;one-seeded generative dispersule;5.01;10;actual fall rate in still air;no ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;5.01;5.1;4.9;;;;
Camelina microcarpa;13713;unknown;generative dispersule;2.23;1;unknown;yes ;1;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);2.23;;;;1;Tackenberg (2001);
Campanula barbata;15243;unknown;generative dispersule;1.4215;1;unknown;yes ;1;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);1.4215;1.6678;1.1751;;1;Lutz (unpublished data);
Campanula carpatica;15259;actual measurement;one-seeded generative dispersule;1.69;10;actual fall rate in still air;no ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;1.69;;;;;cultivated;
Campanula carpatica;15259;unknown;generative dispersule;1.46;1;unknown;yes ;1;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);1.46;;;;1;Emig & Leins (1996);
Campanula cenisia;15223;unknown;generative dispersule;1.2112;1;unknown;yes ;1;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);1.2112;1.5489;.87361;;1;Tackenberg (unpublished data);
Campanula cervicaria;15224;unknown;generative dispersule;1.43;1;unknown;yes ;1;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);1.43;;;;1;Emig & Leins (1996);
Campanula glomerata;15158;unknown;generative dispersule;1.99;1;unknown;yes ;1;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);1.99;;;;1;Emig & Leins (1996);
Campanula glomerata;15158;unknown;generative dispersule;1.98;1;unknown;yes ;1;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);1.98;;;;1;Maurer & Stöcklin (unpublished);
Campanula glomerata;15158;actual measurement;one-seeded generative dispersule;2.16;5;actual fall rate in still air;no ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;2.16;2.45;1.82;;;;
Campanula glomerata;15158;actual measurement;one-seeded generative dispersule;2.03;10;actual fall rate in still air;no ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;2.03;2.55;1.59;;;;
Campanula glomerata;15158;actual measurement;one-seeded generative dispersule;1.87;10;actual fall rate in still air;no ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;1.87;2.03;1.71;;;;
