The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", m_methodname "general method", ch_singlevalue "single value [m]", ch_n "sample size", ch_valid "valid", ref_refname "reference", ch_mean "mean CH [m]", ch_maximum "maximum CH [m]", ch_minimum "minimum CH [m]", ch_replicates "number of replicates", ch_stddev "standard deviation", ch_stderror "standard error", ch_collectiondate "collection date", or_origrefname "original reference", geo_countryname "country", sst_typename "external support structure" FROM (SELECT case when ch_median is not null then ch_median when ch_mean is not null then ch_mean when ch_minimum is not null and ch_maximum is not null then (ch_minimum + ch_maximum) / 2 when ch_minimum is not null then ch_minimum when ch_maximum is not null then ch_maximum else null end AS ch_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, ch_mean, ch_minimum, ch_maximum, ch_n, ch_valid, ref_refname, ch_replicates, ch_stddev, ch_stderror, ch_collectiondate, or_origrefname, geo_countryname, sst_typename, ch_sbsnumber FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, m_ch.m_methodname, m_ch.ch_median, m_ch.ch_mean, m_ch.ch_minimum, m_ch.ch_maximum, m_ch.ch_n, m_ch.ch_valid, m_ch.ref_refname, m_ch.ch_replicates, m_ch.ch_stddev, m_ch.ch_stderror, m_ch.ch_collectiondate, m_ch.or_origrefname, m_ch.geo_countryname, m_ch.sst_typename, m_ch.ch_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_ch.ch_sbsnumber, m.m_methodname, r_ch.ch_median, r_ch.ch_mean, r_ch.ch_minimum, r_ch.ch_maximum, r_ch.ch_n, r_ch.ch_valid, r_ch.ref_refname, r_ch.ch_replicates, r_ch.ch_stddev, r_ch.ch_stderror, r_ch.ch_collectiondate, r_ch.or_origrefname, r_ch.geo_countryname, r_ch.sst_typename FROM (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m JOIN (SELECT ch_orf.ch_sbsnumber, ch_orf.ch_methodid, ch_orf.ch_median, ch_orf.ch_mean, ch_orf.ch_minimum, ch_orf.ch_maximum, ch_orf.ch_n, ch_orf.ch_valid, r.ref_refname, ch_orf.ch_replicates, ch_orf.ch_stddev, ch_orf.ch_stderror, ch_orf.ch_collectiondate, ch_orf.or_origrefname, ch_orf.geo_countryname, ch_orf.sst_typename FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT ch_geo.ch_sbsnumber, ch_geo.ch_methodid, ch_geo.ch_median, ch_geo.ch_mean, ch_geo.ch_minimum, ch_geo.ch_maximum, ch_geo.ch_n, ch_geo.ch_valid, ch_geo.ch_referenceid, ch_geo.ch_replicates, ch_geo.ch_stddev, ch_geo.ch_stderror, ch_geo.ch_collectiondate, orf.or_origrefname, ch_geo.geo_countryname, ch_geo.sst_typename FROM (SELECT ch_sslv.ch_sbsnumber, ch_sslv.ch_methodid, ch_sslv.ch_median, ch_sslv.ch_mean, ch_sslv.ch_minimum, ch_sslv.ch_maximum, ch_sslv.ch_n, ch_sslv.ch_valid, ch_sslv.ch_referenceid, ch_sslv.ch_replicates, ch_sslv.ch_stddev, ch_sslv.ch_stderror, ch_sslv.ch_collectiondate, ch_sslv.ch_origreferenceid, geo.geo_countryname, ch_sslv.sst_typename FROM (SELECT ch.ch_sbsnumber, ch.ch_methodid, ch.ch_median, ch.ch_mean, ch.ch_minimum, ch.ch_maximum, ch.ch_n, ch.ch_valid, ch.ch_referenceid, ch.ch_replicates, ch.ch_stddev, ch.ch_stderror, ch.ch_collectiondate, ch.ch_origreferenceid, ch.ch_georeferenceid, sslv.sst_typename FROM (SELECT sbsnumber AS ch_sbsnumber, methodid AS ch_methodid, median AS ch_median, mean AS ch_mean, minimum AS ch_minimum, maximum AS ch_maximum, n AS ch_n, valid AS ch_valid, referenceid AS ch_referenceid, replicates AS ch_replicates, stddeviation AS ch_stddev, stderror AS ch_stderror, collectiondate AS ch_collectiondate, origreferenceid AS ch_origreferenceid, georefid AS ch_georeferenceid, supportstructuretypeid AS ch_structureid FROM (SELECT sbsnumber, taxonid, mean, median, minimum, maximum, stderror, stddeviation, n, replicates, created_when, updated_when, collectiondate, p_comment, methodid, referenceid, origreferenceid, habitattypeid, georefid, valid, validsince, validuntil, ledaid, batchid, supportstructuretypeid, canopyheightid FROM canopyheight natural join taxontosbsassignment WHERE valid IN (-2, 1))) ch FULL JOIN (SELECT supportstructuretypeid AS sst_typeid, supportstructuretypename AS sst_typename FROM (select supportstructuretypeid, supportstructuretypename from supportstructuretype_lv)) sslv ON ch.ch_structureid = sslv.sst_typeid) ch_sslv FULL JOIN (SELECT georefid AS geo_georefid, countryname AS geo_countryname FROM (select * from georef_part)) geo ON ch_sslv.ch_georeferenceid = geo.geo_georefid) ch_geo FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON ch_geo.ch_origreferenceid = orf.or_origrefid) ch_orf ON r.ref_referenceid = ch_orf.ch_referenceid) r_ch ON m.m_methodid = r_ch.ch_methodid) m_ch ON sbs.sbs_sbsnumber = m_ch.ch_sbsnumber)) ORDER BY sbs_sbsnumber
on Mon Jul 14 15:27:18 CEST 2008 .

SBS name;SBS number;general method;single value [m];sample size;valid;reference;mean CH [m];maximum CH [m];minimum CH [m];number of replicates;standard deviation;standard error;collection date;original reference;country;external support structure
Arabidopsis suecica;13762;laboratory/greenhouse/garden experiment;.19;20;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.19;.25;.14;;;;;;GERMANY;no
Barbarea verna;13787;observation (like obvious taxonomical traits);.45;;1;ECOFLORA - database of the ecological flora of the british isles;;.7;.2;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Barbarea verna;13787;derivation from photos or drawings;.35;;1;BIOPOP April 2005;;.55;.15;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Barbarea verna;13787;observation (like obvious taxonomical traits);.2;;1;ECOFLORA - database of the ecological flora of the british isles;;;.2;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Biscutella laevigata;13799;derivation from photos or drawings;.15;;1;BIOPOP April 2005;;.2;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Sisymbrium strictissimum;13809;derivation from photos or drawings;.6;;1;BIOPOP April 2005;;.8;.4;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Thlaspi arvense;13825;unknown;.8;;1;BIOPOP April 2005;.8;;;;;;;Best, K. F. (1975): The biology of Canadian weeds. 9. Thlaspi arvense L.;;unknown
Thlaspi arvense;13825;derivation from photos or drawings;.15;;1;BIOPOP April 2005;;.25;.05;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Thlaspi arvense;13825;observation (like obvious taxonomical traits);.1;;1;ECOFLORA - database of the ecological flora of the british isles;;;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Thlaspi arvense;13825;observation (like obvious taxonomical traits);.35;;1;ECOFLORA - database of the ecological flora of the british isles;;.6;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Petrocallis pyrenaica;13874;derivation from photos or drawings;.035;;1;BIOPOP April 2005;;.05;.02;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Rapistrum rugosum;13886;observation (like obvious taxonomical traits);.8;;1;ECOFLORA - database of the ecological flora of the british isles;;.8;;;;;;Stace, C. A.(1992): New Flora of the British Isles, Cambridge University Press. [];;unknown
Rapistrum rugosum;13886;derivation from photos or drawings;.225;;1;BIOPOP April 2005;;.3;.15;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Rorippa austriaca;13904;observation (like obvious taxonomical traits);1;;1;ECOFLORA - database of the ecological flora of the british isles;;1;;;;;;Stace, C. A.(1992): New Flora of the British Isles, Cambridge University Press. [];;unknown
Rorippa austriaca;13904;derivation from photos or drawings;.55;;1;BIOPOP April 2005;;.8;.3;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Rorippa islandica;13905;observation (like obvious taxonomical traits);.15;;1;ECOFLORA - database of the ecological flora of the british isles;;.15;;;;;;Stace, C. A.(1992): New Flora of the British Isles, Cambridge University Press. [];;unknown
Rorippa sylvestris;13910;observation (like obvious taxonomical traits);.35;;1;ECOFLORA - database of the ecological flora of the british isles;;.5;.2;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Rorippa sylvestris;13910;observation (like obvious taxonomical traits);.2;;1;ECOFLORA - database of the ecological flora of the british isles;;;.2;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Rorippa sylvestris;13910;derivation from photos or drawings;.3;;1;BIOPOP April 2005;;.45;.15;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Sisymbrium austriacum;13926;derivation from photos or drawings;.25;;1;BIOPOP April 2005;;.3;.2;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Sisymbrium loeselii;13930;observation (like obvious taxonomical traits);.6;;1;ECOFLORA - database of the ecological flora of the british isles;;1;.2;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Sisymbrium loeselii;13930;laboratory/greenhouse/garden experiment;.63;16;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.62;.72;.44;;;;;;GERMANY;no
Sisymbrium loeselii;13930;laboratory/greenhouse/garden experiment;.44;1;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.44;.44;.44;;;;;;GERMANY;no
Sisymbrium loeselii;13930;derivation from photos or drawings;.3;;1;BIOPOP April 2005;;.4;.2;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Sisymbrium loeselii;13930;observation (like obvious taxonomical traits);.2;;1;ECOFLORA - database of the ecological flora of the british isles;;;.2;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Lepidium heterophyllum;13940;observation (like obvious taxonomical traits);.275;;1;ECOFLORA - database of the ecological flora of the british isles;;.45;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Lepidium heterophyllum;13940;observation (like obvious taxonomical traits);.1;;1;ECOFLORA - database of the ecological flora of the british isles;;;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Lepidium heterophyllum;13940;derivation from photos or drawings;.235;;1;BIOPOP April 2005;;.35;.12;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Lepidium ruderale;13947;observation (like obvious taxonomical traits);.2;;1;ECOFLORA - database of the ecological flora of the british isles;;.3;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Lepidium ruderale;13947;observation (like obvious taxonomical traits);.1;;1;ECOFLORA - database of the ecological flora of the british isles;;;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Lepidium ruderale;13947;derivation from photos or drawings;.1;;1;BIOPOP April 2005;;.15;.05;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Lepidium virginicum;13952;derivation from photos or drawings;.325;;1;BIOPOP April 2005;;.4;.25;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Lepidium virginicum;13952;laboratory/greenhouse/garden experiment;.49;15;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.52;.73;.34;;;;;;GERMANY;no
Lunaria rediviva;13960;derivation from photos or drawings;.725;;1;BIOPOP April 2005;;1.2;.25;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Hesperis matronalis;14004;derivation from photos or drawings;.525;;1;BIOPOP April 2005;;.75;.3;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Hesperis matronalis;14004;laboratory/greenhouse/garden experiment;.18;1;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.18;.18;.18;;;;;;GERMANY;no
Hirschfeldia incana;14011;derivation from photos or drawings;.475;;1;BIOPOP April 2005;;.8;.15;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Hirschfeldia incana;14011;laboratory/greenhouse/garden experiment;.86;21;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.86;1.12;.66;;;;;;GERMANY;no
Iberis amara;14025;observation (like obvious taxonomical traits);.2;;1;ECOFLORA - database of the ecological flora of the british isles;;.3;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Iberis amara;14025;observation (like obvious taxonomical traits);.1;;1;ECOFLORA - database of the ecological flora of the british isles;;;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Iberis amara;14025;derivation from photos or drawings;.14;;1;BIOPOP April 2005;;.2;.08;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Iberis umbellata;14042;derivation from photos or drawings;.2;;1;BIOPOP April 2005;;.3;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Iberis umbellata;14042;laboratory/greenhouse/garden experiment;.29;24;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.29;.36;.18;;;;;;GERMANY;no
Kernera saxatilis;14059;derivation from photos or drawings;.1;;1;BIOPOP April 2005;;.15;.05;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Draba muralis;14065;observation (like obvious taxonomical traits);.19;;1;ECOFLORA - database of the ecological flora of the british isles;;.3;.08;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Draba muralis;14065;observation (like obvious taxonomical traits);.08;;1;ECOFLORA - database of the ecological flora of the british isles;;;.08;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Draba muralis;14065;derivation from photos or drawings;.065;;1;BIOPOP April 2005;;.1;.03;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Draba norvegica;14067;observation (like obvious taxonomical traits);.035;;1;ECOFLORA - database of the ecological flora of the british isles;;.05;.02;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Draba norvegica;14067;observation (like obvious taxonomical traits);.02;;1;ECOFLORA - database of the ecological flora of the british isles;;;.02;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Draba siliquosa;14069;derivation from photos or drawings;.025;;1;BIOPOP April 2005;;.03;.02;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Erophila verna;14075;observation (like obvious taxonomical traits);.055;;1;ECOFLORA - database of the ecological flora of the british isles;;.1;.01;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Erophila verna;14075;observation (like obvious taxonomical traits);.01;;1;ECOFLORA - database of the ecological flora of the british isles;;;.01;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Erophila verna;14075;derivation from photos or drawings;.025;;1;BIOPOP April 2005;;.03;.02;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Erysimum cheiranthoides;14097;observation (like obvious taxonomical traits);.525;;1;ECOFLORA - database of the ecological flora of the british isles;;.9;.15;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Erysimum cheiranthoides;14097;observation (like obvious taxonomical traits);.15;;1;ECOFLORA - database of the ecological flora of the british isles;;;.15;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Erysimum cheiranthoides;14097;derivation from photos or drawings;.25;;1;BIOPOP April 2005;;.4;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Erysimum marschallianum;14107;derivation from photos or drawings;.275;;1;BIOPOP April 2005;;.45;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Cardamine resedifolia;14128;derivation from photos or drawings;.07;;1;BIOPOP April 2005;;.12;.02;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Cardamine trifolia;14129;derivation from photos or drawings;.175;;1;BIOPOP April 2005;;.2;.15;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Cardaminopsis arenosa;14130;derivation from photos or drawings;.15;;1;BIOPOP April 2005;;.2;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Cardaminopsis halleri;14132;derivation from photos or drawings;.175;;1;BIOPOP April 2005;;.25;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Coronopus squamatus;14154;observation (like obvious taxonomical traits);.175;;1;ECOFLORA - database of the ecological flora of the british isles;;.3;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Coronopus squamatus;14154;derivation from photos or drawings;.175;;1;BIOPOP April 2005;;.3;.05;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Coronopus squamatus;14154;observation (like obvious taxonomical traits);.05;;1;ECOFLORA - database of the ecological flora of the british isles;;;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Coronopus squamatus;14154;laboratory/greenhouse/garden experiment;.08;1;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.08;.08;.08;;;;;;GERMANY;no
Diplotaxis viminea;14168;derivation from photos or drawings;.065;;1;BIOPOP April 2005;;.1;.03;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Draba aizoides;14170;observation (like obvious taxonomical traits);.1;;1;ECOFLORA - database of the ecological flora of the british isles;;.15;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Draba aizoides;14170;derivation from photos or drawings;.025;;1;BIOPOP April 2005;;.03;.02;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Draba aizoides;14170;observation (like obvious taxonomical traits);.05;;1;ECOFLORA - database of the ecological flora of the british isles;;;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Draba dubia;14185;derivation from photos or drawings;.025;;1;BIOPOP April 2005;;.03;.02;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Draba incana;14189;observation (like obvious taxonomical traits);.285;;1;ECOFLORA - database of the ecological flora of the british isles;;.5;.07;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Draba incana;14189;observation (like obvious taxonomical traits);.07;;1;ECOFLORA - database of the ecological flora of the british isles;;;.07;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Brassica elongata;14200;derivation from photos or drawings;.375;;1;BIOPOP April 2005;;.5;.25;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Brassica elongata;14200;laboratory/greenhouse/garden experiment;.53;2;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.53;.64;.42;;;;;;GERMANY;no
Brassica napus;14206;observation (like obvious taxonomical traits);1;;1;ECOFLORA - database of the ecological flora of the british isles;;1;;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Brassica napus;14206;derivation from photos or drawings;.925;;1;BIOPOP April 2005;;1.1;.75;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Brassica oleracea;14208;observation (like obvious taxonomical traits);1.2;;1;ECOFLORA - database of the ecological flora of the british isles;;1.2;;;;;;Fitter, A. H. (unknown e-mail address);;unknown
Brassica oleracea;14208;derivation from photos or drawings;.55;;1;BIOPOP April 2005;;.8;.3;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Brassica oleracea;14208;laboratory/greenhouse/garden experiment;.25;13;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.24;.29;.16;;;;;;GERMANY;no
Bunias erucago;14224;derivation from photos or drawings;.2;;1;BIOPOP April 2005;;.3;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Cakile maritima;14226;observation (like obvious taxonomical traits);.3;;1;ECOFLORA - database of the ecological flora of the british isles;;.45;.15;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Cakile maritima;14226;observation (like obvious taxonomical traits);.15;;1;ECOFLORA - database of the ecological flora of the british isles;;;.15;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Cakile maritima;14226;derivation from photos or drawings;.175;;1;BIOPOP April 2005;;.25;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Camelina alyssum;14231;derivation from photos or drawings;.275;;1;BIOPOP April 2005;;.45;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Camelina sativa;14234;observation (like obvious taxonomical traits);.525;;1;ECOFLORA - database of the ecological flora of the british isles;;.8;.25;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Camelina sativa;14234;observation (like obvious taxonomical traits);.25;;1;ECOFLORA - database of the ecological flora of the british isles;;;.25;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Cardamine amara;14239;observation (like obvious taxonomical traits);.35;;1;ECOFLORA - database of the ecological flora of the british isles;;.6;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Cardamine amara;14239;derivation from photos or drawings;.275;;1;BIOPOP April 2005;;.45;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Cardamine amara;14239;observation (like obvious taxonomical traits);.1;;1;ECOFLORA - database of the ecological flora of the british isles;;;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Cardamine hirsuta;14245;observation (like obvious taxonomical traits);.185;;1;ECOFLORA - database of the ecological flora of the british isles;;.3;.07;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Cardamine hirsuta;14245;observation (like obvious taxonomical traits);.07;;1;ECOFLORA - database of the ecological flora of the british isles;;;.07;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Cardamine hirsuta;14245;derivation from photos or drawings;.1;;1;BIOPOP April 2005;;.15;.05;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Cardamine pratensis;14249;derivation from photos or drawings;.25;;1;BIOPOP April 2005;;.4;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Cardamine pentaphyllos;14251;derivation from photos or drawings;.3;;1;BIOPOP April 2005;;.4;.2;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Arabis parvula;14269;derivation from photos or drawings;.4;;1;BIOPOP April 2005;;.6;.2;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
